date,NIFTY CONSUMER DURABLES
2009-11-04,2032.15
2009-11-05,2053.43
2009-11-06,2077.82
2009-11-09,2121.81
2009-11-10,2118.52
2009-11-11,2162.32
2009-11-12,2139.65
2009-11-13,2120.83
2009-11-16,2143.46
2009-11-17,2156.29
2009-11-18,2166.39
2009-11-19,2146.08
2009-11-20,2139.29
2009-11-23,2137.4
2009-11-24,2171.61
2009-11-25,2169.72
2009-11-26,2142.32
2009-11-27,2124.19
2009-11-30,2167.97
2009-12-01,2200.88
2009-12-02,2194.01
2009-12-03,2192.5
2009-12-04,2185.23
2009-12-07,2189.68
2009-12-08,2232.82
2009-12-09,2226.22
2009-12-10,2219.21
2009-12-11,2214.1
2009-12-14,2214.62
2009-12-15,2191.74
2009-12-16,2220.15
2009-12-17,2260.6
2009-12-18,2303.72
2009-12-21,2321.22
2009-12-22,2296.59
2009-12-23,2319.42
2009-12-24,2333.73
2009-12-29,2358.54
2009-12-30,2381.1
2009-12-31,2402.44
2010-01-04,2454.08
2010-01-05,2462.92
2010-01-06,2476.94
2010-01-07,2493.51
2010-01-08,2479.15
2010-01-11,2482.09
2010-01-12,2454.33
2010-01-13,2463.18
2010-01-14,2482.96
2010-01-15,2475.34
2010-01-18,2499.71
2010-01-19,2514.46
2010-01-20,2560.5
2010-01-21,2492.45
2010-01-22,2480.46
2010-01-25,2465.9
2010-01-27,2402.53
2010-01-28,2410.95
2010-01-29,2419.49
2010-02-01,2529.88
2010-02-02,2497.21
2010-02-03,2556.55
2010-02-04,2510.39
2010-02-05,2439.26
2010-02-06,2462.85
2010-02-08,2454.4
2010-02-09,2472.89
2010-02-10,2489.12
2010-02-11,2521.1
2010-02-15,2490.67
2010-02-16,2498.43
2010-02-17,2575.49
2010-02-18,2596.97
2010-02-19,2546.78
2010-02-22,2518.44
2010-02-23,2497.15
2010-02-24,2475.02
2010-02-25,2493.05
2010-02-26,2527.62
2010-03-02,2581.49
2010-03-03,2581.72
2010-03-04,2610.6
2010-03-05,2617.05
2010-03-08,2622.32
2010-03-09,2612.64
2010-03-10,2634.6
2010-03-11,2650.52
2010-03-12,2639.54
2010-03-15,2619.89
2010-03-16,2651.89
2010-03-17,2654.0
2010-03-18,2663.91
2010-03-19,2686.33
2010-03-22,2656.99
2010-03-23,2664.83
2010-03-25,2653.02
2010-03-26,2685.37
2010-03-29,2721.21
2010-03-30,2719.88
2010-03-31,2723.09
2010-04-01,2774.32
2010-04-05,2796.74
2010-04-06,2808.18
2010-04-07,2807.37
2010-04-08,2834.77
2010-04-09,2886.34
2010-04-12,2877.26
2010-04-13,2870.26
2010-04-15,2868.26
2010-04-16,2896.41
2010-04-19,2866.63
2010-04-20,2884.67
2010-04-21,2915.21
2010-04-22,2919.27
2010-04-23,2917.61
2010-04-26,2937.08
2010-04-27,2929.56
2010-04-28,2876.21
2010-04-29,2911.39
2010-04-30,2932.78
2010-05-03,2937.99
2010-05-04,2888.23
2010-05-05,2881.63
2010-05-06,2873.55
2010-05-07,2806.62
2010-05-10,2867.77
2010-05-11,2851.87
2010-05-12,2859.84
2010-05-13,2908.65
2010-05-14,2884.74
2010-05-17,2859.21
2010-05-18,2888.85
2010-05-19,2811.1
2010-05-20,2804.32
2010-05-21,2780.7
2010-05-24,2787.27
2010-05-25,2688.31
2010-05-26,2688.34
2010-05-27,2696.5
2010-05-28,2722.77
2010-05-31,2736.16
2010-06-01,2727.72
2010-06-02,2736.49
2010-06-03,2782.24
2010-06-04,2776.42
2010-06-07,2734.45
2010-06-08,2707.49
2010-06-09,2713.26
2010-06-10,2761.52
2010-06-11,2759.36
2010-06-14,2769.83
2010-06-15,2773.27
2010-06-16,2780.55
2010-06-17,2770.77
2010-06-18,2769.01
2010-06-21,2796.41
2010-06-22,2811.82
2010-06-23,2827.81
2010-06-24,2829.14
2010-06-25,2818.94
2010-06-28,2883.25
2010-06-29,2857.63
2010-06-30,2880.33
2010-07-01,2871.68
2010-07-02,2864.36
2010-07-05,2868.92
2010-07-06,2903.57
2010-07-07,2914.12
2010-07-08,2957.18
2010-07-09,2975.42
2010-07-12,2976.41
2010-07-13,3025.33
2010-07-14,3044.63
2010-07-15,3072.3
2010-07-16,3076.97
2010-07-19,3055.43
2010-07-20,3053.4
2010-07-21,3081.18
2010-07-22,3119.22
2010-07-23,3133.83
2010-07-26,3136.48
2010-07-27,3152.23
2010-07-28,3135.29
2010-07-29,3127.89
2010-07-30,3122.6
2010-08-02,3183.28
2010-08-03,3208.84
2010-08-04,3231.51
2010-08-05,3209.3
2010-08-06,3247.39
2010-08-09,3324.56
2010-08-10,3295.66
2010-08-11,3282.13
2010-08-12,3297.66
2010-08-13,3378.91
2010-08-16,3371.69
2010-08-17,3413.67
2010-08-18,3382.64
2010-08-19,3415.83
2010-08-20,3398.88
2010-08-23,3536.72
2010-08-24,3552.96
2010-08-25,3501.49
2010-08-26,3503.74
2010-08-27,3477.14
2010-08-30,3482.94
2010-08-31,3423.63
2010-09-01,3474.55
2010-09-02,3511.92
2010-09-03,3517.12
2010-09-06,3540.67
2010-09-07,3537.86
2010-09-08,3534.2
2010-09-09,3535.84
2010-09-13,3554.62
2010-09-14,3598.6
2010-09-15,3616.01
2010-09-16,3588.64
2010-09-17,3647.25
2010-09-20,3676.81
2010-09-21,3637.74
2010-09-22,3658.09
2010-09-23,3656.99
2010-09-24,3718.12
2010-09-27,3763.53
2010-09-28,3764.34
2010-09-29,3725.03
2010-09-30,3696.96
2010-10-01,3767.18
2010-10-04,3791.29
2010-10-05,3819.0
2010-10-06,3881.44
2010-10-07,3828.19
2010-10-08,3783.21
2010-10-11,3801.29
2010-10-12,3768.78
2010-10-13,3793.8
2010-10-14,3787.01
2010-10-15,3747.59
2010-10-18,3692.41
2010-10-19,3683.69
2010-10-20,3664.3
2010-10-21,3716.97
2010-10-22,3723.69
2010-10-25,3802.04
2010-10-26,3860.82
2010-10-27,3879.1
2010-10-28,3833.49
2010-10-29,3856.71
2010-11-01,3963.52
2010-11-02,4024.13
2010-11-03,4037.85
2010-11-04,4034.67
2010-11-05,4061.73
2010-11-08,4012.74
2010-11-09,4011.92
2010-11-10,4174.33
2010-11-11,4168.54
2010-11-12,4033.91
2010-11-15,3978.87
2010-11-16,3889.53
2010-11-18,3855.88
2010-11-19,3753.58
2010-11-22,3851.99
2010-11-23,3796.37
2010-11-24,3801.26
2010-11-25,3755.21
2010-11-26,3641.15
2010-11-29,3678.31
2010-11-30,3740.18
2010-12-01,3812.27
2010-12-02,3862.89
2010-12-03,3731.95
2010-12-06,3731.09
2010-12-07,3713.9
2010-12-08,3615.64
2010-12-09,3430.46
2010-12-10,3519.43
2010-12-13,3565.92
2010-12-14,3647.62
2010-12-15,3575.86
2010-12-16,3575.09
2010-12-20,3570.67
2010-12-21,3591.76
2010-12-22,3578.81
2010-12-23,3556.6
2010-12-24,3611.4
2010-12-27,3620.5
2010-12-28,3617.52
2010-12-29,3652.27
2010-12-30,3688.3
2010-12-31,3716.21
2011-01-03,3762.94
2011-01-04,3761.41
2011-01-05,3747.1
2011-01-06,3699.07
2011-01-07,3596.91
2011-01-10,3482.23
2011-01-11,3476.25
2011-01-12,3619.62
2011-01-13,3548.35
2011-01-14,3503.03
2011-01-17,3503.97
2011-01-18,3532.2
2011-01-19,3505.23
2011-01-20,3522.74
2011-01-21,3544.44
2011-01-24,3595.57
2011-01-25,3640.24
2011-01-27,3562.03
2011-01-28,3423.92
2011-01-31,3445.01
2011-02-01,3404.33
2011-02-02,3389.13
2011-02-03,3430.83
2011-02-04,3391.68
2011-02-07,3373.06
2011-02-08,3261.81
2011-02-09,3154.93
2011-02-10,3145.0
2011-02-11,3224.67
2011-02-14,3322.35
2011-02-15,3333.55
2011-02-16,3365.51
2011-02-17,3389.59
2011-02-18,3328.75
2011-02-21,3380.2
2011-02-22,3409.96
2011-02-23,3374.44
2011-02-24,3272.22
2011-02-25,3278.71
2011-02-28,3259.06
2011-03-01,3345.15
2011-03-03,3354.04
2011-03-04,3353.65
2011-03-07,3299.01
2011-03-08,3346.08
2011-03-09,3369.49
2011-03-10,3350.82
2011-03-11,3333.89
2011-03-14,3358.72
2011-03-15,3316.27
2011-03-16,3372.87
2011-03-17,3384.44
2011-03-18,3336.06
2011-03-21,3317.06
2011-03-22,3366.32
2011-03-23,3389.45
2011-03-24,3429.28
2011-03-25,3464.17
2011-03-28,3470.29
2011-03-29,3508.86
2011-03-30,3626.61
2011-03-31,3621.58
2011-04-01,3655.91
2011-04-04,3710.9
2011-04-05,3757.84
2011-04-06,3789.74
2011-04-07,3813.7
2011-04-08,3747.72
2011-04-11,3686.18
2011-04-13,3729.02
2011-04-15,3744.11
2011-04-18,3701.54
2011-04-19,3716.11
2011-04-20,3783.82
2011-04-21,3787.84
2011-04-25,3813.84
2011-04-26,3804.16
2011-04-27,3816.91
2011-04-28,3789.26
2011-04-29,3748.83
2011-05-02,3690.93
2011-05-03,3604.05
2011-05-04,3609.53
2011-05-05,3606.04
2011-05-06,3643.55
2011-05-09,3649.26
2011-05-10,3638.93
2011-05-11,3661.14
2011-05-12,3635.79
2011-05-13,3675.83
2011-05-16,3674.06
2011-05-17,3702.67
2011-05-18,3675.53
2011-05-19,3662.61
2011-05-20,3684.89
2011-05-23,3691.89
2011-05-24,3735.0
2011-05-25,3770.51
2011-05-26,3751.66
2011-05-27,3745.01
2011-05-30,3821.47
2011-05-31,3871.71
2011-06-01,3861.78
2011-06-02,3874.36
2011-06-03,3884.39
2011-06-06,3892.71
2011-06-07,3922.94
2011-06-08,3946.01
2011-06-09,3982.28
2011-06-10,3998.13
2011-06-13,4040.85
2011-06-14,4042.78
2011-06-15,4004.31
2011-06-16,3952.57
2011-06-17,3964.03
2011-06-20,3914.83
2011-06-21,3909.12
2011-06-22,3798.92
2011-06-23,3876.08
2011-06-24,3841.85
2011-06-27,3829.37
2011-06-28,3861.43
2011-06-29,3918.54
2011-06-30,3952.04
2011-07-01,3942.48
2011-07-04,3997.99
2011-07-05,3999.79
2011-07-06,4044.58
2011-07-07,4099.55
2011-07-08,4067.4
2011-07-11,4074.02
2011-07-12,3989.95
2011-07-13,4056.23
2011-07-14,4077.37
2011-07-15,4080.97
2011-07-18,4107.4
2011-07-19,4150.19
2011-07-20,4093.67
2011-07-21,4034.1
2011-07-22,4023.75
2011-07-25,4036.83
2011-07-26,4009.92
2011-07-27,4039.27
2011-07-28,4017.25
2011-07-29,4012.44
2011-08-01,4002.86
2011-08-02,3958.6
2011-08-03,3929.37
2011-08-04,3913.07
2011-08-05,3810.68
2011-08-08,3802.76
2011-08-09,3764.77
2011-08-10,3862.28
2011-08-11,3849.96
2011-08-12,3849.22
2011-08-16,3838.05
2011-08-17,3850.86
2011-08-18,3745.65
2011-08-19,3686.01
2011-08-22,3750.26
2011-08-23,3806.34
2011-08-24,3809.22
2011-08-25,3767.28
2011-08-26,3673.63
2011-08-29,3761.86
2011-08-30,3792.41
2011-09-02,3857.51
2011-09-05,3921.63
2011-09-06,3929.31
2011-09-07,3958.24
2011-09-08,4004.63
2011-09-09,4006.01
2011-09-12,3890.67
2011-09-13,3874.82
2011-09-14,3884.55
2011-09-15,3946.81
2011-09-16,3956.72
2011-09-19,3981.28
2011-09-20,4086.59
2011-09-21,4162.99
2011-09-22,4022.52
2011-09-23,3963.99
2011-09-26,3803.27
2011-09-27,3901.59
2011-09-28,3834.0
2011-09-29,3789.41
2011-09-30,3838.33
2011-10-03,3767.55
2011-10-04,3722.22
2011-10-05,3692.01
2011-10-07,3792.54
2011-10-10,3901.42
2011-10-11,3930.39
2011-10-12,4011.17
2011-10-13,3989.46
2011-10-14,3992.93
2011-10-17,4052.48
2011-10-18,4004.2
2011-10-19,4055.23
2011-10-20,4012.14
2011-10-21,4010.66
2011-10-24,4040.65
2011-10-25,3962.63
2011-10-26,3985.44
2011-10-28,4001.92
2011-10-31,3985.33
2011-11-01,3991.65
2011-11-02,3988.94
2011-11-03,3970.56
2011-11-04,4004.14
2011-11-08,4017.27
2011-11-09,3971.55
2011-11-11,3915.55
2011-11-14,3843.63
2011-11-15,3768.0
2011-11-16,3779.73
2011-11-17,3713.79
2011-11-18,3708.97
2011-11-21,3603.97
2011-11-22,3533.59
2011-11-23,3529.88
2011-11-24,3545.63
2011-11-25,3551.81
2011-11-28,3597.29
2011-11-29,3575.47
2011-11-30,3512.4
2011-12-01,3581.48
2011-12-02,3638.38
2011-12-05,3620.9
2011-12-07,3611.59
2011-12-08,3569.72
2011-12-09,3547.1
2011-12-12,3477.8
2011-12-13,3434.7
2011-12-14,3389.38
2011-12-15,3318.49
2011-12-16,3261.11
2011-12-19,3195.25
2011-12-20,3148.27
2011-12-21,3256.13
2011-12-22,3306.88
2011-12-23,3276.34
2011-12-26,3315.53
2011-12-27,3319.12
2011-12-28,3286.67
2011-12-29,3244.7
2011-12-30,3252.4
2012-01-02,3275.73
2012-01-03,3341.3
2012-01-04,3342.29
2012-01-05,3351.77
2012-01-06,3328.3
2012-01-07,3347.18
2012-01-09,3364.74
2012-01-10,3445.38
2012-01-11,3464.32
2012-01-12,3477.45
2012-01-13,3471.7
2012-01-16,3488.0
2012-01-17,3512.22
2012-01-18,3498.54
2012-01-19,3515.78
2012-01-20,3554.42
2012-01-23,3552.96
2012-01-24,3571.11
2012-01-25,3617.61
2012-01-27,3690.52
2012-01-30,3625.67
2012-01-31,3713.48
2012-02-01,3679.63
2012-02-02,3700.73
2012-02-03,3718.12
2012-02-06,3740.83
2012-02-07,3737.97
2012-02-08,3827.18
2012-02-09,3871.04
2012-02-10,3869.09
2012-02-13,3888.04
2012-02-14,3931.59
2012-02-15,4067.11
2012-02-16,4025.31
2012-02-17,4130.32
2012-02-21,4238.35
2012-02-22,4053.64
2012-02-23,4055.94
2012-02-24,4054.4
2012-02-27,3934.67
2012-02-28,4065.68
2012-02-29,4086.98
2012-03-01,4057.64
2012-03-02,4061.91
2012-03-03,4054.86
2012-03-05,3978.76
2012-03-06,3998.82
2012-03-07,4011.21
2012-03-09,4132.95
2012-03-12,4200.55
2012-03-13,4235.94
2012-03-14,4218.87
2012-03-15,4096.77
2012-03-16,4088.35
2012-03-19,4080.26
2012-03-20,4178.63
2012-03-21,4241.19
2012-03-22,4109.53
2012-03-23,4121.78
2012-03-26,4072.67
2012-03-27,4122.72
2012-03-28,4029.96
2012-03-29,4048.76
2012-03-30,4082.78
2012-04-02,4234.14
2012-04-03,4300.78
2012-04-04,4299.45
2012-04-09,4241.7
2012-04-10,4256.72
2012-04-11,4203.95
2012-04-12,4224.22
2012-04-13,4215.26
2012-04-16,4261.69
2012-04-17,4275.45
2012-04-18,4289.8
2012-04-19,4279.35
2012-04-20,4264.79
2012-04-23,4214.1
2012-04-24,4217.01
2012-04-25,4169.78
2012-04-26,4160.7
2012-04-27,4216.58
2012-04-28,4225.26
2012-04-30,4227.38
2012-05-02,4298.32
2012-05-03,4286.53
2012-05-04,4191.78
2012-05-07,4255.33
2012-05-08,4226.73
2012-05-09,4195.0
2012-05-10,4199.98
2012-05-11,4195.79
2012-05-14,4212.66
2012-05-15,4203.04
2012-05-16,4121.6
2012-05-17,4103.93
2012-05-18,4113.23
2012-05-21,4141.33
2012-05-22,4128.64
2012-05-23,4079.97
2012-05-24,4100.75
2012-05-25,4094.5
2012-05-28,4194.78
2012-05-29,4154.52
2012-05-30,4045.43
2012-05-31,4033.66
2012-06-01,3978.47
2012-06-04,3884.09
2012-06-05,3865.64
2012-06-06,3930.35
2012-06-07,3933.02
2012-06-08,3924.0
2012-06-11,3938.91
2012-06-12,3975.89
2012-06-13,3958.17
2012-06-14,3912.45
2012-06-15,3942.03
2012-06-18,3924.78
2012-06-19,3935.69
2012-06-20,3981.06
2012-06-21,3994.73
2012-06-22,4003.77
2012-06-25,4007.81
2012-06-26,3986.01
2012-06-27,3975.91
2012-06-28,3970.49
2012-06-29,4054.61
2012-07-02,4097.56
2012-07-03,4188.19
2012-07-04,4213.49
2012-07-05,4226.44
2012-07-06,4187.33
2012-07-09,4145.37
2012-07-10,4196.6
2012-07-11,4193.77
2012-07-12,4126.21
2012-07-13,4101.89
2012-07-16,4121.75
2012-07-17,4118.55
2012-07-18,4117.49
2012-07-19,4183.33
2012-07-20,4193.59
2012-07-23,4136.59
2012-07-24,4160.87
2012-07-25,4120.27
2012-07-26,4074.44
2012-07-27,4081.24
2012-07-30,4157.34
2012-07-31,4104.78
2012-08-01,4125.58
2012-08-02,4158.14
2012-08-03,4168.55
2012-08-06,4184.93
2012-08-07,4191.99
2012-08-08,4176.88
2012-08-09,4164.07
2012-08-10,4125.38
2012-08-13,4175.55
2012-08-14,4197.38
2012-08-16,4159.03
2012-08-17,4170.49
2012-08-21,4157.75
2012-08-22,4158.12
2012-08-23,4147.25
2012-08-24,4130.53
2012-08-27,4102.81
2012-08-28,4091.75
2012-08-29,4073.32
2012-08-30,4089.61
2012-08-31,4068.73
2012-09-03,4115.48
2012-09-04,4147.16
2012-09-05,4120.81
2012-09-06,4080.7
2012-09-07,4153.79
2012-09-08,4184.01
2012-09-10,4215.96
2012-09-11,4239.54
2012-09-12,4277.08
2012-09-13,4272.16
2012-09-14,4307.3
2012-09-17,4360.85
2012-09-18,4346.45
2012-09-20,4315.23
2012-09-21,4342.75
2012-09-24,4369.78
2012-09-25,4398.47
2012-09-26,4402.74
2012-09-27,4445.96
2012-09-28,4519.43
2012-10-01,4529.57
2012-10-03,4553.96
2012-10-04,4624.4
2012-10-05,4629.86
2012-10-08,4572.55
2012-10-09,4642.08
2012-10-10,4604.33
2012-10-11,4625.25
2012-10-12,4647.83
2012-10-15,4615.92
2012-10-16,4614.28
2012-10-17,4633.8
2012-10-18,4696.97
2012-10-19,4703.82
2012-10-22,4666.85
2012-10-23,4634.76
2012-10-25,4610.33
2012-10-26,4506.26
2012-10-29,4506.72
2012-10-30,4403.66
2012-10-31,4405.3
2012-11-01,4574.54
2012-11-02,4607.08
2012-11-05,4600.62
2012-11-06,4612.87
2012-11-07,4630.66
2012-11-08,4626.14
2012-11-09,4592.64
2012-11-12,4628.21
2012-11-13,4620.63
2012-11-15,4669.32
2012-11-16,4640.26
2012-11-19,4601.14
2012-11-20,4619.29
2012-11-21,4665.72
2012-11-22,4665.35
2012-11-23,4657.86
2012-11-26,4718.03
2012-11-27,4863.74
2012-11-29,4917.37
2012-11-30,4963.9
2012-12-03,5012.77
2012-12-04,4990.51
2012-12-05,5000.09
2012-12-06,5041.99
2012-12-07,5057.56
2012-12-10,5013.54
2012-12-11,4996.03
2012-12-12,5021.44
2012-12-13,4897.59
2012-12-14,4866.82
2012-12-17,4881.77
2012-12-18,4907.66
2012-12-19,4893.33
2012-12-20,4862.93
2012-12-21,4817.37
2012-12-24,4820.81
2012-12-26,4826.27
2012-12-27,4792.38
2012-12-28,4831.16
2012-12-31,4868.86
2013-01-01,4921.73
2013-01-02,5011.39
2013-01-03,4987.86
2013-01-04,4988.54
2013-01-07,4961.58
2013-01-08,4903.04
2013-01-09,4870.36
2013-01-10,4856.21
2013-01-11,4842.88
2013-01-14,4915.11
2013-01-15,4935.21
2013-01-16,4905.09
2013-01-17,4886.82
2013-01-18,4857.46
2013-01-21,4855.96
2013-01-22,4783.16
2013-01-23,4727.95
2013-01-24,4670.11
2013-01-25,4758.37
2013-01-28,4720.21
2013-01-29,4681.37
2013-01-30,4726.16
2013-01-31,4744.88
2013-02-01,4801.19
2013-02-04,4790.0
2013-02-05,4719.83
2013-02-06,4713.72
2013-02-07,4628.98
2013-02-08,4642.47
2013-02-11,4648.97
2013-02-12,4648.51
2013-02-13,4647.28
2013-02-14,4596.64
2013-02-15,4595.12
2013-02-18,4574.39
2013-02-19,4593.37
2013-02-20,4547.24
2013-02-21,4518.52
2013-02-22,4529.18
2013-02-25,4532.41
2013-02-26,4473.52
2013-02-27,4509.24
2013-02-28,4511.57
2013-03-01,4597.97
2013-03-04,4521.93
2013-03-05,4552.03
2013-03-06,4548.55
2013-03-07,4544.35
2013-03-08,4584.49
2013-03-11,4537.56
2013-03-12,4477.95
2013-03-13,4407.92
2013-03-14,4365.3
2013-03-15,4426.55
2013-03-18,4433.9
2013-03-19,4367.25
2013-03-20,4338.54
2013-03-21,4353.99
2013-03-22,4293.26
2013-03-25,4303.89
2013-03-26,4352.49
2013-03-28,4451.48
2013-04-01,4462.51
2013-04-02,4533.42
2013-04-03,4463.62
2013-04-04,4368.64
2013-04-05,4342.16
2013-04-08,4388.58
2013-04-09,4348.52
2013-04-10,4375.02
2013-04-11,4407.08
2013-04-12,4374.57
2013-04-15,4327.05
2013-04-16,4352.3
2013-04-17,4373.08
2013-04-18,4453.85
2013-04-22,4602.95
2013-04-23,4547.66
2013-04-25,4532.02
2013-04-26,4531.8
2013-04-29,4612.73
2013-04-30,4629.75
2013-05-02,4677.94
2013-05-03,4649.82
2013-05-06,4718.77
2013-05-07,4735.1
2013-05-08,4753.82
2013-05-09,4724.94
2013-05-10,4774.84
2013-05-11,4799.49
2013-05-13,4733.89
2013-05-14,4692.87
2013-05-15,4774.89
2013-05-16,4767.35
2013-05-17,4756.32
2013-05-20,4699.84
2013-05-21,4695.68
2013-05-22,4695.86
2013-05-23,4614.52
2013-05-24,4670.03
2013-05-27,4803.26
2013-05-28,4851.34
2013-05-29,4873.17
2013-05-30,4868.45
2013-05-31,4813.85
2013-06-03,4791.49
2013-06-04,4776.77
2013-06-05,4762.83
2013-06-06,4756.88
2013-06-07,4726.38
2013-06-10,4652.03
2013-06-11,4405.06
2013-06-12,4206.34
2013-06-13,4240.19
2013-06-14,4341.46
2013-06-17,4372.14
2013-06-18,4349.4
2013-06-19,4411.59
2013-06-20,4313.5
2013-06-21,4300.79
2013-06-24,4147.64
2013-06-25,4081.58
2013-06-26,4029.59
2013-06-27,4021.77
2013-06-28,4058.51
2013-07-01,4106.92
2013-07-02,4122.84
2013-07-03,4026.95
2013-07-04,4067.97
2013-07-05,4075.97
2013-07-08,4094.25
2013-07-09,4191.93
2013-07-10,4235.31
2013-07-11,4206.9
2013-07-12,4180.73
2013-07-15,4205.42
2013-07-16,4170.84
2013-07-17,4216.92
2013-07-18,4275.47
2013-07-19,4214.71
2013-07-22,4185.17
2013-07-23,4288.39
2013-07-24,4184.07
2013-07-25,4148.51
2013-07-26,4160.09
2013-07-29,4128.69
2013-07-30,4023.99
2013-07-31,4020.23
2013-08-01,3974.4
2013-08-02,4102.55
2013-08-05,4050.22
2013-08-06,3877.54
2013-08-07,3915.06
2013-08-08,3934.24
2013-08-12,4008.07
2013-08-13,4022.03
2013-08-14,4092.92
2013-08-16,3819.21
2013-08-19,3754.66
2013-08-20,3664.25
2013-08-21,3669.57
2013-08-22,3680.0
2013-08-23,3751.72
2013-08-26,3731.01
2013-08-27,3638.61
2013-08-28,3543.18
2013-08-29,3615.0
2013-08-30,3658.92
2013-09-02,3713.91
2013-09-03,3571.55
2013-09-04,3598.75
2013-09-05,3721.71
2013-09-06,3705.96
2013-09-10,3848.75
2013-09-11,3851.68
2013-09-12,3783.01
2013-09-13,3743.64
2013-09-16,3729.29
2013-09-17,3690.55
2013-09-18,3704.95
2013-09-19,3774.78
2013-09-20,3772.85
2013-09-23,3822.81
2013-09-24,3829.79
2013-09-25,3817.7
2013-09-26,3784.73
2013-09-27,3787.27
2013-09-30,3775.57
2013-10-01,3797.96
2013-10-03,3854.06
2013-10-04,3866.62
2013-10-07,3874.86
2013-10-08,3888.21
2013-10-09,3880.23
2013-10-10,3909.62
2013-10-11,3902.67
2013-10-14,3920.68
2013-10-15,3860.76
2013-10-17,3889.27
2013-10-18,3924.09
2013-10-21,3936.71
2013-10-22,3918.79
2013-10-23,3922.74
2013-10-24,3941.79
2013-10-25,3930.2
2013-10-28,3951.65
2013-10-29,3998.05
2013-10-30,4054.16
2013-10-31,4121.09
2013-11-01,4127.15
2013-11-03,4127.94
2013-11-05,4113.88
2013-11-06,4075.97
2013-11-07,3995.3
2013-11-08,3935.46
2013-11-11,3906.19
2013-11-12,3915.21
2013-11-13,3925.29
2013-11-14,3948.56
2013-11-18,3989.92
2013-11-19,3987.18
2013-11-20,3940.29
2013-11-21,3906.55
2013-11-22,3945.18
2013-11-25,3965.74
2013-11-26,3941.02
2013-11-27,3995.09
2013-11-28,4009.8
2013-11-29,4025.84
2013-12-02,4018.33
2013-12-03,4003.3
2013-12-04,4007.89
2013-12-05,4013.12
2013-12-06,4037.91
2013-12-09,4031.15
2013-12-10,3997.42
2013-12-11,3968.55
2013-12-12,3960.14
2013-12-13,3918.92
2013-12-16,3948.2
2013-12-17,3971.32
2013-12-18,4001.72
2013-12-19,3990.0
2013-12-20,3969.02
2013-12-23,4038.12
2013-12-24,4050.8
2013-12-26,4087.3
2013-12-27,4106.04
2013-12-30,4080.49
2013-12-31,4090.84
2014-01-01,4125.82
2014-01-02,4063.12
2014-01-03,4093.35
2014-01-06,4099.33
2014-01-07,4110.74
2014-01-08,4108.22
2014-01-09,4067.04
2014-01-10,4013.46
2014-01-13,4018.22
2014-01-14,3985.45
2014-01-15,3951.2
2014-01-16,3963.98
2014-01-17,3913.25
2014-01-20,3948.23
2014-01-21,3948.07
2014-01-22,3938.92
2014-01-23,3996.68
2014-01-24,3889.53
2014-01-27,3795.37
2014-01-28,3811.1
2014-01-29,3811.59
2014-01-30,3836.89
2014-01-31,3869.32
2014-02-03,3850.85
2014-02-04,3869.67
2014-02-05,3874.75
2014-02-06,3902.73
2014-02-07,3905.35
2014-02-10,3939.65
2014-02-11,3974.51
2014-02-12,3965.77
2014-02-13,3929.17
2014-02-14,3967.77
2014-02-17,3944.65
2014-02-18,3953.95
2014-02-19,3993.78
2014-02-20,3992.17
2014-02-21,4011.71
2014-02-24,4015.2
2014-02-25,4097.98
2014-02-26,4112.56
2014-02-28,4102.31
2014-03-03,4128.73
2014-03-04,4188.0
2014-03-05,4145.35
2014-03-06,4218.4
2014-03-07,4252.36
2014-03-10,4260.31
2014-03-11,4250.38
2014-03-12,4281.95
2014-03-13,4267.66
2014-03-14,4265.98
2014-03-18,4305.28
2014-03-19,4347.45
2014-03-20,4319.64
2014-03-21,4348.39
2014-03-22,4366.71
2014-03-24,4409.06
2014-03-25,4451.1
2014-03-26,4407.68
2014-03-27,4442.87
2014-03-28,4485.02
2014-03-31,4582.48
2014-04-01,4609.48
2014-04-02,4633.86
2014-04-03,4634.71
2014-04-04,4623.42
2014-04-07,4581.87
2014-04-09,4652.54
2014-04-10,4644.88
2014-04-11,4658.56
2014-04-15,4641.14
2014-04-16,4590.83
2014-04-17,4623.1
2014-04-21,4626.27
2014-04-22,4637.08
2014-04-23,4619.41
2014-04-25,4647.3
2014-04-28,4673.29
2014-04-29,4651.61
2014-04-30,4580.24
2014-05-02,4569.04
2014-05-05,4570.05
2014-05-06,4658.63
2014-05-07,4686.33
2014-05-08,4747.09
2014-05-09,4756.32
2014-05-12,4825.87
2014-05-13,4927.73
2014-05-14,5000.59
2014-05-15,5031.03
2014-05-16,5016.84
2014-05-19,5158.98
2014-05-20,5247.52
2014-05-21,5246.2
2014-05-22,5545.95
2014-05-23,5518.13
2014-05-26,5421.2
2014-05-27,5420.31
2014-05-28,5352.78
2014-05-29,5307.01
2014-05-30,5253.92
2014-06-02,5359.99
2014-06-03,5475.77
2014-06-04,5523.13
2014-06-05,5672.92
2014-06-06,5758.65
2014-06-09,5822.31
2014-06-10,5951.83
2014-06-11,5851.03
2014-06-12,5858.94
2014-06-13,5674.98
2014-06-16,5726.01
2014-06-17,5767.73
2014-06-18,5718.92
2014-06-19,5713.98
2014-06-20,5853.17
2014-06-23,5826.47
2014-06-24,5917.74
2014-06-25,5958.59
2014-06-26,5980.8
2014-06-27,6066.32
2014-06-30,6129.38
2014-07-01,6160.95
2014-07-02,6254.51
