date,NIFTY HOUSING FINANCE
2026-08-05,756.45
2026-08-06,761.74
2026-08-07,755.79
2026-08-10,751.25
2026-08-11,752.21
2026-08-12,755.33
2026-08-13,754.86
2026-08-14,744.47
2026-08-17,744.53
2026-08-18,743.09
2026-08-19,746.27
2026-08-20,749.87
2026-08-21,745.74
2026-08-24,739.71
2026-08-25,744.86
2026-08-26,748.47
2026-08-27,749.36
2026-08-28,748.09
2026-08-31,738.99
2026-09-01,740.15
2026-09-02,745.32
2026-09-03,753.73
2026-09-04,763.2
2026-09-07,763.17
2026-09-08,761.25
2026-09-09,749.61
2026-09-10,752.97
2026-09-11,749.57
2026-09-15,734.36
2026-09-16,731.89
2026-09-17,729.22
2026-09-18,741.68
