date,NIFTY POWER
2009-12-10,2796.16
2009-12-11,2788.45
2009-12-14,2772.45
2009-12-15,2738.73
2009-12-16,2726.59
2009-12-17,2733.29
2009-12-18,2722.64
2009-12-21,2717.9
2009-12-22,2764.99
2009-12-23,2855.38
2009-12-24,2870.09
2009-12-29,2906.17
2009-12-30,2911.41
2009-12-31,2940.27
2010-01-04,2967.17
2010-01-05,2995.45
2010-01-06,2992.36
2010-01-07,3002.14
2010-01-08,3016.78
2010-01-11,3034.9
2010-01-12,2992.83
2010-01-13,3006.79
2010-01-14,3011.86
2010-01-15,3027.72
2010-01-18,3025.78
2010-01-19,2983.9
2010-01-20,2983.26
2010-01-21,2889.92
2010-01-22,2865.66
2010-01-25,2856.22
2010-01-27,2775.01
2010-01-28,2774.01
2010-01-29,2773.73
2010-02-01,2790.38
2010-02-02,2748.23
2010-02-03,2779.85
2010-02-04,2732.64
2010-02-05,2676.64
2010-02-06,2703.56
2010-02-08,2698.4
2010-02-09,2728.58
2010-02-10,2704.96
2010-02-11,2720.24
2010-02-15,2685.71
2010-02-16,2704.1
2010-02-17,2715.25
2010-02-18,2713.43
2010-02-19,2679.59
2010-02-22,2675.47
2010-02-23,2666.47
2010-02-24,2665.23
2010-02-25,2656.15
2010-02-26,2669.91
2010-03-02,2699.15
2010-03-03,2754.63
2010-03-04,2765.41
2010-03-05,2767.07
2010-03-08,2791.58
2010-03-09,2759.89
2010-03-10,2756.96
2010-03-11,2741.91
2010-03-12,2735.71
2010-03-15,2722.79
2010-03-16,2744.01
2010-03-17,2751.53
2010-03-18,2741.09
2010-03-19,2767.34
2010-03-22,2731.05
2010-03-23,2752.58
2010-03-25,2751.68
2010-03-26,2752.11
2010-03-29,2751.83
2010-03-30,2744.45
2010-03-31,2751.55
2010-04-01,2770.87
2010-04-05,2810.37
2010-04-06,2834.32
2010-04-07,2863.47
2010-04-08,2857.26
2010-04-09,2863.7
2010-04-12,2841.27
2010-04-13,2848.89
2010-04-15,2840.6
2010-04-16,2820.21
2010-04-19,2794.06
2010-04-20,2811.65
2010-04-21,2853.54
2010-04-22,2837.24
2010-04-23,2853.48
2010-04-26,2857.7
2010-04-27,2873.94
2010-04-28,2859.72
2010-04-29,2870.21
2010-04-30,2878.58
2010-05-03,2855.13
2010-05-04,2810.11
2010-05-05,2798.55
2010-05-06,2792.89
2010-05-07,2715.49
2010-05-10,2807.39
2010-05-11,2773.07
2010-05-12,2782.7
2010-05-13,2810.78
2010-05-14,2778.1
2010-05-17,2747.9
2010-05-18,2747.39
2010-05-19,2696.54
2010-05-20,2699.58
2010-05-21,2642.81
2010-05-24,2691.25
2010-05-25,2627.98
2010-05-26,2675.08
2010-05-27,2704.31
2010-05-28,2746.55
2010-05-31,2762.66
2010-06-01,2731.44
2010-06-02,2752.58
2010-06-03,2791.03
2010-06-04,2785.72
2010-06-07,2746.09
2010-06-08,2725.09
2010-06-09,2716.22
2010-06-10,2754.3
2010-06-11,2759.04
2010-06-14,2808.77
2010-06-15,2857.37
2010-06-16,2846.68
2010-06-17,2854.81
2010-06-18,2839.48
2010-06-21,2864.46
2010-06-22,2847.31
2010-06-23,2833.56
2010-06-24,2816.52
2010-06-25,2810.12
2010-06-28,2889.29
2010-06-29,2849.74
2010-06-30,2882.37
2010-07-01,2894.32
2010-07-02,2911.3
2010-07-05,2914.85
2010-07-06,2916.96
2010-07-07,2904.48
2010-07-08,2892.85
2010-07-09,2893.59
2010-07-12,2886.12
2010-07-13,2892.82
2010-07-14,2887.76
2010-07-15,2884.23
2010-07-16,2872.46
2010-07-19,2875.57
2010-07-20,2869.05
2010-07-21,2866.85
2010-07-22,2881.96
2010-07-23,2879.97
2010-07-26,2872.92
2010-07-27,2883.87
2010-07-28,2868.82
2010-07-29,2857.85
2010-07-30,2842.04
2010-08-02,2840.29
2010-08-03,2837.11
2010-08-04,2844.33
2010-08-05,2819.19
2010-08-06,2818.3
2010-08-09,2844.34
2010-08-10,2824.39
2010-08-11,2806.26
2010-08-12,2805.96
2010-08-13,2820.67
2010-08-16,2817.35
2010-08-17,2819.74
2010-08-18,2820.08
2010-08-19,2827.1
2010-08-20,2819.66
2010-08-23,2837.87
2010-08-24,2810.08
2010-08-25,2788.28
2010-08-26,2803.72
2010-08-27,2769.68
2010-08-30,2783.58
2010-08-31,2775.67
2010-09-01,2800.32
2010-09-02,2805.74
2010-09-03,2818.54
2010-09-06,2847.04
2010-09-07,2838.01
2010-09-08,2828.88
2010-09-09,2823.23
2010-09-13,2870.88
2010-09-14,2873.74
2010-09-15,2882.3
2010-09-16,2857.87
2010-09-17,2867.84
2010-09-20,2882.44
2010-09-21,2882.04
2010-09-22,2878.67
2010-09-23,2862.87
2010-09-24,2885.4
2010-09-27,2911.49
2010-09-28,2943.61
2010-09-29,2927.77
2010-09-30,2910.98
2010-10-01,2954.49
2010-10-04,2946.14
2010-10-05,2989.21
2010-10-06,3003.85
2010-10-07,2989.31
2010-10-08,2971.96
2010-10-11,2977.98
2010-10-12,2951.16
2010-10-13,2967.88
2010-10-14,2924.37
2010-10-15,2915.47
2010-10-18,2910.82
2010-10-19,2884.98
2010-10-20,2882.36
2010-10-21,2918.18
2010-10-22,2906.43
2010-10-25,2905.95
2010-10-26,2901.18
2010-10-27,2865.31
2010-10-28,2825.03
2010-10-29,2815.54
2010-11-01,2819.57
2010-11-02,2818.82
2010-11-03,2822.51
2010-11-04,2855.72
2010-11-05,2869.36
2010-11-08,2854.98
2010-11-09,2855.5
2010-11-10,2856.03
2010-11-11,2865.88
2010-11-12,2822.34
2010-11-15,2817.84
2010-11-16,2758.66
2010-11-18,2745.38
2010-11-19,2688.1
2010-11-22,2715.69
2010-11-23,2664.57
2010-11-24,2645.77
2010-11-25,2599.7
2010-11-26,2557.31
2010-11-29,2549.88
2010-11-30,2587.56
2010-12-01,2641.05
2010-12-02,2634.26
2010-12-03,2601.64
2010-12-06,2605.55
2010-12-07,2617.64
2010-12-08,2602.5
2010-12-09,2521.0
2010-12-10,2547.96
2010-12-13,2592.43
2010-12-14,2614.07
2010-12-15,2604.76
2010-12-16,2601.72
2010-12-20,2567.38
2010-12-21,2572.76
2010-12-22,2576.01
2010-12-23,2578.58
2010-12-24,2610.84
2010-12-27,2594.65
2010-12-28,2607.52
2010-12-29,2619.27
2010-12-30,2647.74
2010-12-31,2673.69
2011-01-03,2686.13
2011-01-04,2698.28
2011-01-05,2688.39
2011-01-06,2692.99
2011-01-07,2636.35
2011-01-10,2572.84
2011-01-11,2553.34
2011-01-12,2570.39
2011-01-13,2552.08
2011-01-14,2532.58
2011-01-17,2485.15
2011-01-18,2480.11
2011-01-19,2467.55
2011-01-20,2481.96
2011-01-21,2490.31
2011-01-24,2492.34
2011-01-25,2494.29
2011-01-27,2466.86
2011-01-28,2420.12
2011-01-31,2392.43
2011-02-01,2354.37
2011-02-02,2328.76
2011-02-03,2358.95
2011-02-04,2300.66
2011-02-07,2306.95
2011-02-08,2255.3
2011-02-09,2152.81
2011-02-10,2181.11
2011-02-11,2232.6
2011-02-14,2289.25
2011-02-15,2313.4
2011-02-16,2323.37
2011-02-17,2326.78
2011-02-18,2274.38
2011-02-21,2269.99
2011-02-22,2256.95
2011-02-23,2264.16
2011-02-24,2215.28
2011-02-25,2198.82
2011-02-28,2185.21
2011-03-01,2234.81
2011-03-03,2225.62
2011-03-04,2254.35
2011-03-07,2249.11
2011-03-08,2254.86
2011-03-09,2260.99
2011-03-10,2246.52
2011-03-11,2223.37
2011-03-14,2267.89
2011-03-15,2218.58
2011-03-16,2256.31
2011-03-17,2251.38
2011-03-18,2235.18
2011-03-21,2221.84
2011-03-22,2239.38
2011-03-23,2257.28
2011-03-24,2274.67
2011-03-25,2315.71
2011-03-28,2326.61
2011-03-29,2353.67
2011-03-30,2368.02
2011-03-31,2401.41
2011-04-01,2417.0
2011-04-04,2440.95
2011-04-05,2432.14
2011-04-06,2456.06
2011-04-07,2452.63
2011-04-08,2418.66
2011-04-11,2411.14
2011-04-13,2439.41
2011-04-15,2415.98
2011-04-18,2388.83
2011-04-19,2384.56
2011-04-20,2413.84
2011-04-21,2423.43
2011-04-25,2415.43
2011-04-26,2411.58
2011-04-27,2397.25
2011-04-28,2374.63
2011-04-29,2372.72
2011-05-02,2375.31
2011-05-03,2333.23
2011-05-04,2315.34
2011-05-05,2246.62
2011-05-06,2253.93
2011-05-09,2257.56
2011-05-10,2270.42
2011-05-11,2266.87
2011-05-12,2243.05
2011-05-13,2254.84
2011-05-16,2240.24
2011-05-17,2222.96
2011-05-18,2215.14
2011-05-19,2183.83
2011-05-20,2220.06
2011-05-23,2171.22
2011-05-24,2164.4
2011-05-25,2146.48
2011-05-26,2160.67
2011-05-27,2186.26
2011-05-30,2191.98
2011-05-31,2223.38
2011-06-01,2256.8
2011-06-02,2234.04
2011-06-03,2237.66
2011-06-06,2230.14
2011-06-07,2236.49
2011-06-08,2235.87
2011-06-09,2233.97
2011-06-10,2223.85
2011-06-13,2237.42
2011-06-14,2261.5
2011-06-15,2233.26
2011-06-16,2224.38
2011-06-17,2230.84
2011-06-20,2173.28
2011-06-21,2164.73
2011-06-22,2161.01
2011-06-23,2165.76
2011-06-24,2210.0
2011-06-27,2237.18
2011-06-28,2245.38
2011-06-29,2260.25
2011-06-30,2273.74
2011-07-01,2281.02
2011-07-04,2301.96
2011-07-05,2300.61
2011-07-06,2291.44
2011-07-07,2327.39
2011-07-08,2313.54
2011-07-11,2302.01
2011-07-12,2283.14
2011-07-13,2308.58
2011-07-14,2307.96
2011-07-15,2310.0
2011-07-18,2306.23
2011-07-19,2323.53
2011-07-20,2297.41
2011-07-21,2274.59
2011-07-22,2294.41
2011-07-25,2309.32
2011-07-26,2286.4
2011-07-27,2269.13
2011-07-28,2239.71
2011-07-29,2206.78
2011-08-01,2224.71
2011-08-02,2221.04
2011-08-03,2221.4
2011-08-04,2187.71
2011-08-05,2115.55
2011-08-08,2074.95
2011-08-09,2039.93
2011-08-10,2076.91
2011-08-11,2065.97
2011-08-12,2049.72
2011-08-16,2012.36
2011-08-17,1998.37
2011-08-18,1956.59
2011-08-19,1945.22
2011-08-22,1983.52
2011-08-23,1980.23
2011-08-24,1958.99
2011-08-25,1945.53
2011-08-26,1885.21
2011-08-29,1943.6
2011-08-30,1954.69
2011-09-02,1934.13
2011-09-05,1930.73
2011-09-06,1912.87
2011-09-07,1966.68
2011-09-08,1961.21
2011-09-09,1925.57
2011-09-12,1886.52
2011-09-13,1887.56
2011-09-14,1887.66
2011-09-15,1898.38
2011-09-16,1956.1
2011-09-19,1931.04
2011-09-20,1960.33
2011-09-21,1971.88
2011-09-22,1895.84
2011-09-23,1893.69
2011-09-26,1864.94
2011-09-27,1906.21
2011-09-28,1893.39
2011-09-29,1905.56
2011-09-30,1881.22
2011-10-03,1855.8
2011-10-04,1841.31
2011-10-05,1841.36
2011-10-07,1864.48
2011-10-10,1901.14
2011-10-11,1917.09
2011-10-12,1929.16
2011-10-13,1911.93
2011-10-14,1919.41
2011-10-17,1904.18
2011-10-18,1898.62
2011-10-19,1926.55
2011-10-20,1899.57
2011-10-21,1886.49
2011-10-24,1905.13
2011-10-25,1941.01
2011-10-26,1954.67
2011-10-28,2002.22
2011-10-31,2001.2
2011-11-01,1981.78
2011-11-02,1989.49
2011-11-03,2011.57
2011-11-04,2006.79
2011-11-08,2013.67
2011-11-09,1982.94
2011-11-11,1968.24
2011-11-14,1935.01
2011-11-15,1892.57
2011-11-16,1879.18
2011-11-17,1841.86
2011-11-18,1828.26
2011-11-21,1792.39
2011-11-22,1784.33
2011-11-23,1749.08
2011-11-24,1761.17
2011-11-25,1758.47
2011-11-28,1789.56
2011-11-29,1770.12
2011-11-30,1784.44
2011-12-01,1808.48
2011-12-02,1864.64
2011-12-05,1865.3
2011-12-07,1863.61
2011-12-08,1818.77
2011-12-09,1795.23
2011-12-12,1741.86
2011-12-13,1753.83
2011-12-14,1713.6
2011-12-15,1736.26
2011-12-16,1698.33
2011-12-19,1679.97
2011-12-20,1627.85
2011-12-21,1673.79
2011-12-22,1701.99
2011-12-23,1687.5
2011-12-26,1700.24
2011-12-27,1688.62
2011-12-28,1695.29
2011-12-29,1675.69
2011-12-30,1668.2
2012-01-02,1663.39
2012-01-03,1710.89
2012-01-04,1713.03
2012-01-05,1709.98
2012-01-06,1704.5
2012-01-07,1710.71
2012-01-09,1727.42
2012-01-10,1766.63
2012-01-11,1779.71
2012-01-12,1806.1
2012-01-13,1852.08
2012-01-16,1839.41
2012-01-17,1866.92
2012-01-18,1858.96
2012-01-19,1933.88
2012-01-20,1937.41
2012-01-23,1939.82
2012-01-24,1962.52
2012-01-25,1974.77
2012-01-27,1982.15
2012-01-30,1944.15
2012-01-31,1975.89
2012-02-01,2009.09
2012-02-02,2026.77
2012-02-03,2058.27
2012-02-06,2048.53
2012-02-07,2019.62
2012-02-08,2052.58
2012-02-09,2084.35
2012-02-10,2077.82
2012-02-13,2080.54
2012-02-14,2081.89
2012-02-15,2174.14
2012-02-16,2204.82
2012-02-17,2248.3
2012-02-21,2252.27
2012-02-22,2165.06
2012-02-23,2167.74
2012-02-24,2166.94
2012-02-27,2075.16
2012-02-28,2139.73
2012-02-29,2156.49
2012-03-01,2159.72
2012-03-02,2157.78
2012-03-03,2173.81
2012-03-05,2164.01
2012-03-06,2101.46
2012-03-07,2103.4
2012-03-09,2133.86
2012-03-12,2143.02
2012-03-13,2164.74
2012-03-14,2186.97
2012-03-15,2164.92
2012-03-16,2109.72
2012-03-19,2068.65
2012-03-20,2073.01
2012-03-21,2105.79
2012-03-22,2020.88
2012-03-23,2039.11
2012-03-26,1981.93
2012-03-27,1980.74
2012-03-28,1955.25
2012-03-29,1957.25
2012-03-30,2005.62
2012-04-02,2044.58
2012-04-03,2060.74
2012-04-04,2058.28
2012-04-09,2013.79
2012-04-10,2028.94
2012-04-11,2015.06
2012-04-12,2023.25
2012-04-13,2012.61
2012-04-16,2010.26
2012-04-17,2050.39
2012-04-18,2061.94
2012-04-19,2060.25
2012-04-20,2028.21
2012-04-23,1973.7
2012-04-24,1981.31
2012-04-25,1960.65
2012-04-26,1922.29
2012-04-27,1924.19
2012-04-28,1932.67
2012-04-30,1965.68
2012-05-02,1936.58
2012-05-03,1904.97
2012-05-04,1865.2
2012-05-07,1888.22
2012-05-08,1853.64
2012-05-09,1816.74
2012-05-10,1803.82
2012-05-11,1770.58
2012-05-14,1761.31
2012-05-15,1771.46
2012-05-16,1747.88
2012-05-17,1742.09
2012-05-18,1749.85
2012-05-21,1774.49
2012-05-22,1736.82
2012-05-23,1723.78
2012-05-24,1747.7
2012-05-25,1750.26
2012-05-28,1785.58
2012-05-29,1790.6
2012-05-30,1777.15
2012-05-31,1777.15
2012-06-01,1744.46
2012-06-04,1733.96
2012-06-05,1746.75
2012-06-06,1811.56
2012-06-07,1826.47
2012-06-08,1836.62
2012-06-11,1846.57
2012-06-12,1861.92
2012-06-13,1840.75
2012-06-14,1796.65
2012-06-15,1822.28
2012-06-18,1800.57
2012-06-19,1801.86
2012-06-20,1816.8
2012-06-21,1843.59
2012-06-22,1852.0
2012-06-25,1836.22
2012-06-26,1857.02
2012-06-27,1880.62
2012-06-28,1883.25
2012-06-29,1946.85
2012-07-02,1950.89
2012-07-03,1951.76
2012-07-04,1970.08
2012-07-05,1988.7
2012-07-06,1965.69
2012-07-09,1932.45
2012-07-10,1954.28
2012-07-11,1943.15
2012-07-12,1933.5
2012-07-13,1919.07
2012-07-16,1898.93
2012-07-17,1878.73
2012-07-18,1889.39
2012-07-19,1901.23
2012-07-20,1885.35
2012-07-23,1847.89
2012-07-24,1850.03
2012-07-25,1817.77
2012-07-26,1788.19
2012-07-27,1800.59
2012-07-30,1862.03
2012-07-31,1863.07
2012-08-01,1879.94
2012-08-02,1885.52
2012-08-03,1883.85
2012-08-06,1898.81
2012-08-07,1907.73
2012-08-08,1904.23
2012-08-09,1913.01
2012-08-10,1909.99
2012-08-13,1927.91
2012-08-14,1931.64
2012-08-16,1927.52
2012-08-17,1884.56
2012-08-21,1917.67
2012-08-22,1895.76
2012-08-23,1883.56
2012-08-24,1869.64
2012-08-27,1851.18
2012-08-28,1862.83
2012-08-29,1849.04
2012-08-30,1856.06
2012-08-31,1833.49
2012-09-03,1834.9
2012-09-04,1854.32
2012-09-05,1840.84
2012-09-06,1850.84
2012-09-07,1865.8
2012-09-08,1865.86
2012-09-10,1862.77
2012-09-11,1865.08
2012-09-12,1855.22
2012-09-13,1851.53
2012-09-14,1864.02
2012-09-17,1897.35
2012-09-18,1902.18
2012-09-20,1880.54
2012-09-21,1956.35
2012-09-24,1971.74
2012-09-25,1975.43
2012-09-26,1965.42
2012-09-27,1969.07
2012-09-28,2005.99
2012-10-01,2013.14
2012-10-03,2004.7
2012-10-04,2018.22
2012-10-05,2007.77
2012-10-08,1990.8
2012-10-09,2004.5
2012-10-10,1958.44
2012-10-11,1982.47
2012-10-12,1992.98
2012-10-15,1992.06
2012-10-16,1966.52
2012-10-17,1982.1
2012-10-18,2015.19
2012-10-19,1987.17
2012-10-22,1997.82
2012-10-23,1983.82
2012-10-25,1972.33
2012-10-26,1941.64
2012-10-29,1950.18
2012-10-30,1924.34
2012-10-31,1925.46
2012-11-01,1951.02
2012-11-02,1972.21
2012-11-05,1960.34
2012-11-06,1977.56
2012-11-07,1972.9
2012-11-08,1955.94
2012-11-09,1939.66
2012-11-12,1938.47
2012-11-13,1940.12
2012-11-15,1945.23
2012-11-16,1925.9
2012-11-19,1916.91
2012-11-20,1918.65
2012-11-21,1909.65
2012-11-22,1917.84
2012-11-23,1912.72
2012-11-26,1924.48
2012-11-27,1932.03
2012-11-29,1951.64
2012-11-30,1975.45
2012-12-03,1986.01
2012-12-04,2012.03
2012-12-05,1996.98
2012-12-06,2025.11
2012-12-07,2021.32
2012-12-10,2016.38
2012-12-11,2000.04
2012-12-12,1989.69
2012-12-13,1969.68
2012-12-14,1968.77
2012-12-17,1983.46
2012-12-18,1992.84
2012-12-19,1999.48
2012-12-20,1989.08
2012-12-21,1956.83
2012-12-24,1967.15
2012-12-26,1987.61
2012-12-27,1984.57
2012-12-28,1995.33
2012-12-31,2006.56
2013-01-01,2021.9
2013-01-02,2025.69
2013-01-03,2024.24
2013-01-04,2030.14
2013-01-07,2023.52
2013-01-08,2038.56
2013-01-09,2027.71
2013-01-10,2012.21
2013-01-11,1983.57
2013-01-14,1997.38
2013-01-15,2000.2
2013-01-16,1982.87
2013-01-17,1988.88
2013-01-18,2027.99
2013-01-21,2043.25
2013-01-22,2032.13
2013-01-23,2028.23
2013-01-24,1984.44
2013-01-25,1997.7
2013-01-28,1989.97
2013-01-29,1983.16
2013-01-30,1964.59
2013-01-31,1959.95
2013-02-01,1962.53
2013-02-04,1943.87
2013-02-05,1930.39
2013-02-06,1924.12
2013-02-07,1897.59
2013-02-08,1884.58
2013-02-11,1898.78
2013-02-12,1891.3
2013-02-13,1858.26
2013-02-14,1836.91
2013-02-15,1842.13
2013-02-18,1862.67
2013-02-19,1881.71
2013-02-20,1875.78
2013-02-21,1854.65
2013-02-22,1865.79
2013-02-25,1864.33
2013-02-26,1844.66
2013-02-27,1850.39
2013-02-28,1771.84
2013-03-01,1797.13
2013-03-04,1759.31
2013-03-05,1778.2
2013-03-06,1784.79
2013-03-07,1787.46
2013-03-08,1809.65
2013-03-11,1816.94
2013-03-12,1791.59
2013-03-13,1785.12
2013-03-14,1801.97
2013-03-15,1791.11
2013-03-18,1767.78
2013-03-19,1742.17
2013-03-20,1692.09
2013-03-21,1646.68
2013-03-22,1649.98
2013-03-25,1658.74
2013-03-26,1649.33
2013-03-28,1663.96
2013-04-01,1683.78
2013-04-02,1705.37
2013-04-03,1714.01
2013-04-04,1684.35
2013-04-05,1677.02
2013-04-08,1687.83
2013-04-09,1669.33
2013-04-10,1685.71
2013-04-11,1667.53
2013-04-12,1687.43
2013-04-15,1681.89
2013-04-16,1725.32
2013-04-17,1714.56
2013-04-18,1728.07
2013-04-22,1760.18
2013-04-23,1763.31
2013-04-25,1777.31
2013-04-26,1761.98
2013-04-29,1781.25
2013-04-30,1779.98
2013-05-02,1804.15
2013-05-03,1784.87
2013-05-06,1788.66
2013-05-07,1800.92
2013-05-08,1799.7
2013-05-09,1800.26
2013-05-10,1795.52
2013-05-11,1796.24
2013-05-13,1770.57
2013-05-14,1784.0
2013-05-15,1808.67
2013-05-16,1812.7
2013-05-17,1839.29
2013-05-20,1831.37
2013-05-21,1802.52
2013-05-22,1782.3
2013-05-23,1709.51
2013-05-24,1735.17
2013-05-27,1760.13
2013-05-28,1770.35
2013-05-29,1754.39
2013-05-30,1758.65
2013-05-31,1722.64
2013-06-03,1709.61
2013-06-04,1725.06
2013-06-05,1730.41
2013-06-06,1722.4
2013-06-07,1700.16
2013-06-10,1685.4
2013-06-11,1636.21
2013-06-12,1621.34
2013-06-13,1594.56
2013-06-14,1640.69
2013-06-17,1637.77
2013-06-18,1635.03
2013-06-19,1626.63
2013-06-20,1576.31
2013-06-21,1575.48
2013-06-24,1551.67
2013-06-25,1527.45
2013-06-26,1546.04
2013-06-27,1550.72
2013-06-28,1613.41
2013-07-01,1660.13
2013-07-02,1639.67
2013-07-03,1593.37
2013-07-04,1612.53
2013-07-05,1609.31
2013-07-08,1599.23
2013-07-09,1635.02
2013-07-10,1619.97
2013-07-11,1647.03
2013-07-12,1654.63
2013-07-15,1646.03
2013-07-16,1643.29
2013-07-17,1651.71
2013-07-18,1669.57
2013-07-19,1659.5
2013-07-22,1658.07
2013-07-23,1666.13
2013-07-24,1638.97
2013-07-25,1620.06
2013-07-26,1610.37
2013-07-29,1598.83
2013-07-30,1545.44
2013-07-31,1515.6
2013-08-01,1499.43
2013-08-02,1429.92
2013-08-05,1453.02
2013-08-06,1395.98
2013-08-07,1440.42
2013-08-08,1461.24
2013-08-12,1469.55
2013-08-13,1499.35
2013-08-14,1512.4
2013-08-16,1449.01
2013-08-19,1448.45
2013-08-20,1446.76
2013-08-21,1419.85
2013-08-22,1444.97
2013-08-23,1459.41
2013-08-26,1469.06
2013-08-27,1409.87
2013-08-28,1417.98
2013-08-29,1443.96
2013-08-30,1441.96
2013-09-02,1452.38
2013-09-03,1404.34
2013-09-04,1424.75
2013-09-05,1439.03
2013-09-06,1454.74
2013-09-10,1492.31
2013-09-11,1494.27
2013-09-12,1504.6
2013-09-13,1535.33
2013-09-16,1535.22
2013-09-17,1518.67
2013-09-18,1531.35
2013-09-19,1575.08
2013-09-20,1577.98
2013-09-23,1546.84
2013-09-24,1559.18
2013-09-25,1573.97
2013-09-26,1577.65
2013-09-27,1565.3
2013-09-30,1540.31
2013-10-01,1523.77
2013-10-03,1552.2
2013-10-04,1542.95
2013-10-07,1548.45
2013-10-08,1569.31
2013-10-09,1593.3
2013-10-10,1595.62
2013-10-11,1575.6
2013-10-14,1581.22
2013-10-15,1562.12
2013-10-17,1555.06
2013-10-18,1580.88
2013-10-21,1596.76
2013-10-22,1635.49
2013-10-23,1614.35
2013-10-24,1593.01
2013-10-25,1586.7
2013-10-28,1563.68
2013-10-29,1593.84
2013-10-30,1596.99
2013-10-31,1615.56
2013-11-01,1617.13
2013-11-03,1625.66
2013-11-05,1631.82
2013-11-06,1656.58
2013-11-07,1628.41
2013-11-08,1638.05
2013-11-11,1616.21
2013-11-12,1586.5
2013-11-13,1571.6
2013-11-14,1597.44
2013-11-18,1617.34
2013-11-19,1609.66
2013-11-20,1607.44
2013-11-21,1575.24
2013-11-22,1568.82
2013-11-25,1582.99
2013-11-26,1583.86
2013-11-27,1575.77
2013-11-28,1589.12
2013-11-29,1612.06
2013-12-02,1619.08
2013-12-03,1618.17
2013-12-04,1629.02
2013-12-05,1645.97
2013-12-06,1691.55
2013-12-09,1716.26
2013-12-10,1653.02
2013-12-11,1644.72
2013-12-12,1659.14
2013-12-13,1627.58
2013-12-16,1635.11
2013-12-17,1620.67
2013-12-18,1654.23
2013-12-19,1634.7
2013-12-20,1657.35
2013-12-23,1660.49
2013-12-24,1647.2
2013-12-26,1668.84
2013-12-27,1676.76
2013-12-30,1663.01
2013-12-31,1685.13
2014-01-01,1689.0
2014-01-02,1651.71
2014-01-03,1622.53
2014-01-06,1614.03
2014-01-07,1587.1
2014-01-08,1592.54
2014-01-09,1595.52
2014-01-10,1573.03
2014-01-13,1572.85
2014-01-14,1567.79
2014-01-15,1577.8
2014-01-16,1575.58
2014-01-17,1562.06
2014-01-20,1566.21
2014-01-21,1559.43
2014-01-22,1570.25
2014-01-23,1563.17
2014-01-24,1544.58
2014-01-27,1494.92
2014-01-28,1494.1
2014-01-29,1484.71
2014-01-30,1471.65
2014-01-31,1485.41
2014-02-03,1467.59
2014-02-04,1481.76
2014-02-05,1496.01
2014-02-06,1512.6
2014-02-07,1527.94
2014-02-10,1524.3
2014-02-11,1507.64
2014-02-12,1496.6
2014-02-13,1475.91
2014-02-14,1485.4
2014-02-17,1506.62
2014-02-18,1526.96
2014-02-19,1515.74
2014-02-20,1516.99
2014-02-21,1525.93
2014-02-24,1502.35
2014-02-25,1488.46
2014-02-26,1485.83
2014-02-28,1479.41
2014-03-03,1462.67
2014-03-04,1484.49
2014-03-05,1477.98
2014-03-06,1517.91
2014-03-07,1534.76
2014-03-10,1532.91
2014-03-11,1552.81
2014-03-12,1548.58
2014-03-13,1536.68
2014-03-14,1535.72
2014-03-18,1553.55
2014-03-19,1550.1
2014-03-20,1528.72
2014-03-21,1537.25
2014-03-22,1542.86
2014-03-24,1556.94
2014-03-25,1580.89
2014-03-26,1577.4
2014-03-27,1589.16
2014-03-28,1655.63
2014-03-31,1642.2
2014-04-01,1654.67
2014-04-02,1677.57
2014-04-03,1672.88
2014-04-04,1666.93
2014-04-07,1663.55
2014-04-09,1688.8
2014-04-10,1734.39
2014-04-11,1735.79
2014-04-15,1720.35
2014-04-16,1686.73
2014-04-17,1709.77
2014-04-21,1717.8
2014-04-22,1711.46
2014-04-23,1699.22
2014-04-25,1677.12
2014-04-28,1682.4
2014-04-29,1666.83
2014-04-30,1629.13
2014-05-02,1628.03
2014-05-05,1621.31
2014-05-06,1610.8
2014-05-07,1614.16
2014-05-08,1612.43
2014-05-09,1677.51
2014-05-12,1729.08
2014-05-13,1768.27
2014-05-14,1787.03
2014-05-15,1809.37
2014-05-16,1874.46
2014-05-19,2050.34
2014-05-20,2056.78
2014-05-21,2080.8
2014-05-22,2156.06
2014-05-23,2241.8
2014-05-26,2180.17
2014-05-27,2141.87
2014-05-28,2151.19
2014-05-29,2127.83
2014-05-30,2155.87
2014-06-02,2207.87
2014-06-03,2220.99
2014-06-04,2244.85
2014-06-05,2302.81
2014-06-06,2313.9
2014-06-09,2379.33
2014-06-10,2355.66
2014-06-11,2288.33
2014-06-12,2300.58
2014-06-13,2210.24
2014-06-16,2215.08
2014-06-17,2252.25
2014-06-18,2219.25
2014-06-19,2198.76
2014-06-20,2179.23
2014-06-23,2175.03
2014-06-24,2222.14
2014-06-25,2238.76
2014-06-26,2207.89
2014-06-27,2231.81
2014-06-30,2310.26
2014-07-01,2311.5
2014-07-02,2357.27
2014-07-03,2327.35
2014-07-04,2349.64
2014-07-07,2387.24
2014-07-08,2247.12
2014-07-09,2199.98
2014-07-10,2229.22
2014-07-11,2141.38
2014-07-14,2153.41
2014-07-15,2172.79
2014-07-16,2201.04
2014-07-17,2249.0
2014-07-18,2218.52
2014-07-21,2204.94
2014-07-22,2200.26
2014-07-23,2191.07
2014-07-24,2182.55
2014-07-25,2146.11
2014-07-28,2140.12
2014-07-30,2151.29
2014-07-31,2116.33
2014-08-01,2068.38
2014-08-04,2100.58
2014-08-05,2115.44
2014-08-06,2105.69
2014-08-07,2094.33
2014-08-08,2030.78
