date,year,K,strongU,midU,weakU,strongB,weakB,disp
2019-12-31,2019,110,0.003802104290737891,-0.008169546057641338,0.004821305436772339,0.11641234054027225,0.1174315416863067,0.32981328631108986
2020-03-31,2020,220,-0.1718698769235872,0.03940944080399962,0.13192058076610805,0.03133615169280635,0.3351266093825017,0.5267559468837464
2020-06-30,2020,131,-0.09996866283229,0.02516950752832137,0.07362848053520958,-0.09251541047490056,0.08108173289259907,0.2991003541992176
2020-09-30,2020,300,-0.0956929767554528,0.01508055150871782,0.08061242524673487,-0.057890229311883645,0.11841517269030416,0.35933823524852126
2020-12-31,2020,271,-0.07251657383296743,0.0606587932776483,0.01118379396334528,0.09548857568511326,0.179188943481426,0.3486189808982982
2021-03-31,2021,300,-0.06603559362505296,0.03259731793469306,0.03343827569035994,0.032235799332927584,0.13170966864834038,0.35689988466371153
2021-06-30,2021,279,-0.02832056945827283,-0.00036686021613231863,0.028687429674405084,-0.016723276060201575,0.04028472307247635,0.27632936643229794
2021-09-30,2021,270,-0.014235632779611842,0.007551381174710562,0.006684251604901299,-0.000700005863730889,0.020219878520782247,0.22538260038317726
2021-12-31,2021,340,0.018521756399624476,-0.03505336108316246,0.016841811418787156,0.02364219610334989,0.0219622511225126,0.2733109420639953
2022-03-31,2022,231,0.000636656120074522,-0.007675764642619508,0.007039108522544979,0.030591309304609952,0.03699376170708042,0.24704131846258326
2022-06-30,2022,297,-0.008253838351995177,-0.003813620081368945,0.012067458433364124,-0.029439904204586156,-0.009118607419226862,0.2084138791871192
2022-09-30,2022,269,0.015990365797430833,-0.007029759701096817,-0.008802633968219491,0.00044424244925097417,-0.02434875731639935,0.21154435655350295
2022-12-30,2022,231,0.01621453850839384,-0.018845126437319632,0.002630587928925771,0.0902339111656019,0.0766499605861338,0.221292961996498
2023-03-31,2023,291,-0.04272746813551418,-0.06263585103424436,0.10536331916975851,0.11962968497368015,0.2677204722789528,0.34162971487396976
2023-06-30,2023,259,-0.05135719945600204,-0.03718373372240067,0.08897330217517484,0.09909023875459877,0.23942074038577565,0.3380582782223298
2023-09-29,2023,202,-0.05007087209213235,0.008520934644368212,0.04142275931874379,0.07253687163025657,0.1640305030411327,0.3091799400928076
2023-12-29,2023,301,-0.011274577750661574,-0.009796908237472337,0.021169455070508728,0.09157598527444732,0.12402001809561758,0.32818588777515756
2024-03-28,2024,271,-0.014000143937525812,0.029999402108956224,-0.016332584861529813,0.08351139223074666,0.08117895130674263,0.2652219197267724
2024-06-28,2024,264,-0.06112391302164985,0.05618704413025073,0.004936868891399084,-0.06860111396149225,-0.0025403320484433285,0.1981927356537669
2024-09-30,2024,310,-0.013596489682084378,0.015487752784542761,-0.0020416296343471556,-0.07391907347683815,-0.06236421342910084,0.1794734920687463
2024-12-31,2024,239,0.03406601497167046,-0.021301457173440484,-0.012225280401433995,-0.03719136503188139,-0.08348266040498586,0.18006154181377954
2025-03-28,2025,227,0.018701022034780457,-0.008491881486924728,-0.009982690374870916,0.06563095904217547,0.03694724663252413,0.20002173567029993
2025-06-30,2025,250,-0.026773091562066618,0.00856915507306041,0.018100693656800643,-0.06556602509818524,-0.020692239879317977,0.26112233466103024
2025-09-30,2025,206,-0.022912740724563972,0.011344242625153452,0.011234843904553064,-0.024027724383322804,0.010119860245794227,0.2625075879409635
2025-12-31,2025,242,-0.02003250818902822,0.0023326322552071803,0.017641560127440864,-0.01560664835388674,0.022067419962582352,0.24974799527538566
2026-03-30,2026,168,-0.06896435144454158,0.007247923158174517,0.06171642828636711,0.0161582375412255,0.14683901727213422,0.34789071514906833
