date,year,K,strongU,midU,weakU,strongB,weakB,disp
2019-03-29,2019,230,0.0032287558150109743,0.0037173370430749354,-0.007043917517114189,-0.0050743328158500385,-0.015347006147975205,0.1322679276877077
2019-06-28,2019,255,0.023111476918611353,0.0028491888537480296,-0.025960665772359358,0.02219307118232697,-0.026879071508643722,0.147926002598577
2019-09-30,2019,231,-0.001412047906615648,-0.023580019845831707,0.024992067752447358,-0.030788600358967938,-0.00438448469990492,0.18084904109199
2019-12-31,2019,249,0.05928457162331044,0.030239877625201098,-0.08952444924851143,0.06703848346568289,-0.08177053740613893,0.1985557363241902
2020-03-31,2020,280,-0.0838060311384935,-0.022150433005261667,0.10619464084273633,0.0180231246136833,0.2080237965949132,0.3125878613093104
2020-06-30,2020,147,-0.02128906370979347,-0.00019330131527402179,0.021482365025067517,-0.04705201831513347,-0.004280589580272498,0.17801747602899057
2020-09-30,2020,303,-0.06001929609181926,-0.014786705925181916,0.07480600201700119,-0.08896439660600033,0.04586090150282013,0.17040043421001244
2020-12-31,2020,272,-0.03809558959434536,0.03317162839687162,0.00418681389976548,-0.0037217377538147495,0.03856066574029608,0.23117086062677022
2021-03-31,2021,301,-0.031177836332119124,-0.011669143238365496,0.042963671002868235,0.08430579072467445,0.1584472980596618,0.2662877855166249
2021-06-30,2021,280,-0.017064826056788232,0.0032351307542411722,0.013794908950350886,-0.032897046782102826,-0.002037311774963718,0.2142684670273549
2021-09-30,2021,270,-0.007385706997154736,0.006331872115716675,0.001053834881438064,0.009308662497113467,0.01774820437570627,0.15179948633729046
2021-12-31,2021,340,-0.0004940685875905494,-0.00261719060395956,0.003134420170346247,-0.01996516348149573,-0.016336674723558944,0.2019679562992236
2022-03-31,2022,231,0.010645570839563589,-0.017455819246348165,0.006810248406784593,0.01978384183988606,0.01594851940710708,0.2055470019315746
2022-06-30,2022,297,-0.003404660753473123,-0.005183502304004875,0.008588163057477954,0.022217081422126916,0.034209905233078014,0.16351286854376315
2022-09-30,2022,270,-0.013211484749203207,0.011277316803672272,0.0019341679455309492,-0.052319438121355075,-0.03717378542662091,0.1419833111899743
2022-12-30,2022,231,0.02597126541096894,0.018914532477539003,-0.044885797888507946,0.029030086360121082,-0.0418269769393558,0.14458379523633505
2023-03-31,2023,291,-0.02099262332090952,-0.023357586071075666,0.04435020939198523,0.034341182620750005,0.09968401533364477,0.17181514695426445
2023-06-30,2023,259,-0.027516977454143988,-0.0033368307133750533,0.03089260852465125,0.0706549801688639,0.12906456614765915,0.1915237854723013
2023-09-29,2023,203,-0.024670853717749,0.006305180486867733,0.01817745888798968,0.04287200711223871,0.08572031971797742,0.17890785278538326
2023-12-29,2023,304,-0.010022794111702904,-8.166603439111698e-05,0.010105268720691995,-0.007432927037680247,0.012695135794714658,0.20012130343181145
2024-03-28,2024,273,0.03344367259311859,-0.008746373013654487,-0.02469729957946404,0.12585070982921415,0.06770973765663144,0.23559869005159534
2024-06-28,2024,267,-0.018922623422462075,0.027805981522761397,-0.008883358100299305,-0.027562954097584955,-0.017523688775422194,0.1554834286676
2024-09-30,2024,311,-0.032229989202165445,0.02531415490870145,0.006424297304945479,-0.044045021184067945,-0.0053907346769570125,0.1422005243385471
2024-12-31,2024,239,0.020305193181044283,0.003188144556206899,-0.023574050257661464,-0.05607296608838243,-0.09995220952708814,0.14573298759609282
2025-03-28,2025,227,0.018123647059614664,-0.01979967043634035,0.0022040145883614713,0.05238545063358338,0.03646581816233016,0.15261268659742505
2025-06-30,2025,250,-0.013279313792582433,-0.005711542491256663,0.019059670048793997,-0.0023870596565661144,0.02995192418481031,0.10802890392627318
2025-09-30,2025,206,-0.0171822701113511,0.0066349828445419435,0.010352140712557927,-0.04737077878382021,-0.01983636795991118,0.21234836344360622
2025-12-31,2025,242,0.005677640217246658,0.004144982670848114,-0.009926247454865937,-0.016838530144810515,-0.032442417816923086,0.14896470898294334
2026-03-30,2026,301,-0.03564598917550691,0.013507644117750513,0.022003268616578846,0.02922809836409268,0.08687735615617845,0.24646210751815079
