date,year,K,strongU,midU,weakU,strongB,weakB,disp
2019-03-29,2019,230,0.024696716486249066,0.022084565633360104,-0.04736245489943448,0.025893482340399787,-0.046165689045283745,0.21175311581837558
2019-06-28,2019,255,0.031817523840869645,-0.021125278003275575,-0.010692245837594075,0.011834484042941452,-0.030675285635522263,0.2720885204017462
2019-09-30,2019,231,0.04564902627907606,-0.013633006288123235,-0.032016019990952785,0.021478482063653437,-0.056186564206375356,0.24474157982634362
2019-12-31,2019,249,0.0376316365931558,0.0323491881229605,-0.06998082471611632,0.13626889823539778,0.02865643692612567,0.3095171637710793
2020-03-31,2020,280,-0.10812794175306958,0.06946836915832579,0.037912600883363796,0.09151502474210776,0.237555567378541,0.49972146183972793
2020-06-30,2020,147,-0.06660867156210272,-0.018806116755045885,0.08541478831714873,-0.06725417077633655,0.08476928910291487,0.28842903804321335
2020-09-30,2020,303,-0.13201053503460244,0.00726194406139083,0.12474859097321148,-0.09586135280072824,0.16089777320708565,0.35827557690460976
2020-12-31,2020,272,-0.08463636756920448,0.060206499550393644,0.02309194580658004,0.08156434538353335,0.18929265875931794,0.34924540674314614
2021-03-31,2021,301,-0.05264595295392712,-8.263824588393434e-05,0.05272941758226986,0.044085593669345835,0.14946096420554278,0.3573046949889532
2021-06-30,2021,280,-0.010863585311963022,0.007584224744424727,0.003197809763834805,0.00020366767766495653,0.014265062753462787,0.2759762642872627
2021-09-30,2021,270,-0.01532008337325077,-0.0012273329379069023,0.0165474163111577,-0.0017844564573698193,0.03008304322703865,0.22538260038317726
2021-12-31,2021,340,0.01092213033819463,-0.013457614533768944,0.002654578129501433,0.016042570041920057,0.007775017833226858,0.2733109420639953
2022-03-31,2022,231,0.017764532128792577,-0.020441255953766238,0.0026767238249736642,0.04771918531332802,0.03263137700950909,0.24704131846258326
2022-06-30,2022,297,-0.011588186832828605,-0.000837080256491852,0.012425267089320461,-0.0327742526854196,-0.008760798763270516,0.2084138791871192
2022-09-30,2022,270,0.006749514494489111,0.034215302161779725,-0.040964816656268825,-0.008557836460760353,-0.05627216761151829,0.21118723315787566
2022-12-30,2022,231,0.0013637423034866029,0.00236128608538694,-0.0037250283888735723,0.07538311496069462,0.07029434426833447,0.221292961996498
2023-03-31,2023,291,-0.037325461930909576,-0.05308571113737404,0.0904111730682836,0.12503169117828472,0.2527683261774779,0.34162971487396976
2023-06-30,2023,259,-0.05151616697098069,-0.027324525534322193,0.07915841954639968,0.09893127123962026,0.22960585775700054,0.3380582782223298
2023-09-29,2023,203,-0.03481599940729308,0.016961067903808167,0.017348630969042867,0.08702134569820691,0.13918597607454286,0.3086089593899693
2023-12-29,2023,304,0.01249051109737513,-0.024004123103197467,0.011751276591002537,0.11459914749660816,0.11385991299023562,0.3271404563633485
2024-03-28,2024,273,0.008844201582825895,0.0008042692641577326,-0.009648470846983625,0.10701363888225146,0.08852096645244201,0.26614017501245496
2024-06-28,2024,267,-0.04580612283024487,0.03605802942596805,0.009748093404276794,-0.05442645443931429,0.0011277617952073753,0.19744009341435187
2024-09-30,2024,311,-0.014216021356458608,0.022593151993907396,-0.00881583261791309,-0.0748481294989723,-0.06944794076042668,0.17926690775420023
2024-12-31,2024,239,0.02807213455221544,-0.013525578594692965,-0.014204136246264399,-0.04318524545133642,-0.08546151624981627,0.18006154181377954
2025-03-28,2025,227,0.016433305179654165,-0.018126489367457515,0.0021765572376023718,0.06336324218704917,0.049106494244997384,0.20002173567029993
2025-06-30,2025,250,-0.018776757388477623,0.05130877027674191,-0.03315019084340578,-0.05756969092459625,-0.07194312437952441,0.26112233466103024
2025-09-30,2025,206,-0.016539820433764094,0.028574424139277965,-0.012875027944904402,-0.01765480409252293,-0.013990011603663213,0.2625075879409635
2025-12-31,2025,242,-0.015513062841557295,-0.005530251366627077,0.021181570492350053,-0.01108720300641581,0.02560743032749153,0.24974799527538566
2026-03-30,2026,168,-0.0536228023573805,-0.011042447982594877,0.06466525033997543,0.03149978662838657,0.14978783932574252,0.34789071514906833
