N,M,n,folds,medK,strong,mid,weak,spread,strongB,weakB,disp,s_norm,w_norm,f_strong_pos,f_weak_neg,strong_exbest,weak_exworst,mono,p_strong,p_weak
1,60,29,8,134,-0.017556946183258874,0.0041218823472350475,0.013498894970710286,-0.031055841153969158,-0.0017060319149756155,0.029349809238993545,0.18503680352144444,-0.09488353586492942,0.07295248682322736,0.125,0.25,-0.020982137203142175,0.02092593181006521,False,0.97585,0.9582
1,120,29,8,134,-0.027573699780690013,0.005900731401711369,0.021863733403920074,-0.04943743318461009,0.024117919403666394,0.07355535258827647,0.2873687126634912,-0.09595233776538095,0.07608251156249744,0.125,0.375,-0.03629570663102375,0.03447790209596694,False,0.97945,0.96345
1,180,28,7,134,-0.04498877008190875,0.010389820161214439,0.034813386158434614,-0.07980215624034337,0.03941416362173635,0.1192163198620797,0.4051110541224467,-0.11105293134832772,0.08593541401591107,0.0,0.2857142857142857,-0.05194246440353417,0.046905272067700066,False,1.0,0.9313
1,250,26,7,134,-0.07532552030462103,0.007366187419318909,0.06835606587675687,-0.14368158618137788,0.06470340893116427,0.20838499511254216,0.5723384610073899,-0.13161009688574543,0.11943294140401,0.0,0.2857142857142857,-0.08386285584124953,0.07608071447891401,False,1.0,0.977
2,60,28,8,133,-0.01822604388317244,0.0024906516640223,0.015877414757527953,-0.03410345864070039,-0.0013106674668168872,0.03279279117388349,0.18664121426252397,-0.09765283597831842,0.08506917842484273,0.125,0.25,-0.02484306087257519,0.02033964844579888,False,0.95865,0.97625
2,120,28,8,132,-0.0316839599474851,0.004078607738578896,0.027792779337779048,-0.059476739285264146,0.02277807974822123,0.08225481903348539,0.2908400158108095,-0.10893947952504382,0.09556036936766694,0.125,0.125,-0.038672541952085415,0.03581942522085056,False,0.981,0.99235
2,180,27,7,133,-0.05150394233228697,0.008490469717508229,0.04321050227788904,-0.09471444461017602,0.038014627370469956,0.13272907198064596,0.4062010408032996,-0.12679421556979084,0.1063771333338692,0.14285714285714285,0.2857142857142857,-0.05830978861166599,0.05278159731808574,False,0.9863,0.962
2,250,25,7,134,-0.08319108322932321,-0.0009151631539156973,0.08438641913227592,-0.16757750236159913,0.06515471785240512,0.2327322202140042,0.5818277808864107,-0.14298231532118,0.14503676500925028,0.0,0.14285714285714285,-0.08730879675218613,0.10220208736951593,False,1.0,0.9917
4,60,26,8,134,-0.02086779589793333,0.004093503524942269,0.01681478659642899,-0.03768258249436232,-0.0009401213833577024,0.03674246111100462,0.18746596468178928,-0.1113151175647003,0.08969514346228633,0.125,0.25,-0.026101217976090264,0.02213959393693438,False,0.8699,0.8313
4,120,26,8,132,-0.04082507486461508,0.010724881870499796,0.03001786788090349,-0.07084294274551857,0.021394377134950824,0.09223731988046938,0.29171035126409595,-0.13995072402368972,0.10290299178902715,0.0,0.125,-0.04417382965632103,0.03705603843188939,False,1.0,0.9938
4,180,25,7,134,-0.0578057402965535,0.01104984956718893,0.04671227124095277,-0.10451801153750627,0.0358843777279332,0.14040238926543946,0.3953605339566498,-0.14621019381487316,0.11815107282831282,0.0,0.2857142857142857,-0.061286030491252,0.050461371141549576,False,1.0,0.90635
4,250,23,7,134,-0.08437731489745418,0.00870065056078332,0.07594940765548643,-0.16032672255294061,0.06768921087455022,0.22801593342749077,0.5380630560591493,-0.15681677815876394,0.14115335888650438,0.0,0.14285714285714285,-0.08831204557633572,0.09053818171668382,False,1.0,0.9926
