date,K,n_excluded,excluded,passed
2015-05-29,19,6,NIFTY CHEMICALS|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS
2015-06-30,19,6,NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY IT|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS
2015-07-31,19,6,NIFTY BANK|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2015-08-31,19,6,NIFTY CONSTRUCTION|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY REALTY
2015-09-30,19,6,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY HEALTHCARE|NIFTY METAL|NIFTY PSU BANK,NIFTY BANK|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2015-10-30,19,6,NIFTY BANK|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY IT|NIFTY PSU BANK|NIFTY REALTY,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS
2015-11-30,19,6,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2015-12-31,19,6,NIFTY AUTO|NIFTY BANK|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY PSU BANK,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2016-01-29,19,6,NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER
2016-02-29,19,6,NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY POWER|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2016-03-31,19,6,NIFTY CHEMICALS|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2016-04-29,19,6,NIFTY AUTO|NIFTY FMCG|NIFTY IT|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY REALTY
2016-05-31,19,6,NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY HEALTHCARE|NIFTY METAL|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2016-06-30,19,6,NIFTY AUTO|NIFTY BANK|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY TELECOMMUNICATIONS,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2016-07-29,19,6,NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY FMCG|NIFTY IT|NIFTY POWER|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY
2016-08-31,19,6,NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY REALTY|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK
2016-09-30,19,6,NIFTY BANK|NIFTY FMCG|NIFTY IT|NIFTY METAL|NIFTY POWER|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY
2016-10-30,19,6,NIFTY AUTO|NIFTY CEMENT|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2016-11-30,19,6,NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY NBFC|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2016-12-30,19,6,NIFTY CEMENT|NIFTY HEALTHCARE|NIFTY METAL|NIFTY NBFC|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY
2017-01-31,19,6,NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY OIL & GAS|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2017-02-28,19,6,NIFTY AUTO|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY METAL|NIFTY POWER|NIFTY PSU BANK,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2017-03-31,19,6,NIFTY AUTO|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY MEDIA|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2017-04-28,19,6,NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY POWER|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY
2017-05-31,19,6,NIFTY CAPITAL GOODS|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS
2017-06-30,19,6,NIFTY AUTO|NIFTY CEMENT|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY PSU BANK,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2017-07-31,19,6,NIFTY AUTO|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2017-08-31,19,6,NIFTY AUTO|NIFTY BANK|NIFTY CONSTRUCTION|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY PSU BANK,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2017-09-29,19,6,NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY TELECOMMUNICATIONS
2017-10-31,19,6,NIFTY AUTO|NIFTY BANK|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY NBFC,NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2017-11-30,19,6,NIFTY CEMENT|NIFTY HEALTHCARE|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY MEDIA|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2017-12-29,19,6,NIFTY BANK|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY PSU BANK,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2018-01-31,19,6,NIFTY AUTO|NIFTY CEMENT|NIFTY CONSUMER DURABLES|NIFTY NBFC|NIFTY POWER|NIFTY TELECOMMUNICATIONS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY REALTY
2018-02-28,19,6,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CONSUMER DURABLES|NIFTY MEDIA|NIFTY PSU BANK,NIFTY AUTO|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2018-03-28,19,6,NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY HEALTHCARE|NIFTY METAL|NIFTY OIL & GAS|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2018-04-30,20,6,NIFTY CAPITAL GOODS|NIFTY CONSUMER DURABLES|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY REALTY
2018-05-31,20,6,NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY FMCG|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2018-06-29,20,6,NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS
2018-07-31,20,6,NIFTY AUTO|NIFTY CHEMICALS|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY METAL|NIFTY REALTY,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2018-08-31,20,6,NIFTY AUTO|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY HOUSING FINANCE|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY REALTY,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS
2018-09-28,20,6,NIFTY CONSTRUCTION|NIFTY HOUSING FINANCE|NIFTY MEDIA|NIFTY NBFC|NIFTY PSU BANK|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS
2018-10-31,20,6,NIFTY AUTO|NIFTY CEMENT|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY METAL|NIFTY OIL & GAS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2018-11-30,20,6,NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HOUSING FINANCE|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY REALTY
2018-12-31,20,6,NIFTY AUTO|NIFTY CHEMICALS|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY TELECOMMUNICATIONS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HOUSING FINANCE|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2019-01-31,20,6,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY HOUSING FINANCE|NIFTY MEDIA|NIFTY NBFC,NIFTY BANK|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2019-02-28,20,6,NIFTY BANK|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY HEALTHCARE|NIFTY POWER|NIFTY PSU BANK,NIFTY AUTO|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2019-03-29,20,6,NIFTY AUTO|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY TELECOMMUNICATIONS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HOUSING FINANCE|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2019-04-30,20,6,NIFTY CONSTRUCTION|NIFTY HOUSING FINANCE|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY METAL|NIFTY OIL & GAS|NIFTY REALTY
2019-05-31,20,6,NIFTY AUTO|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY MEDIA|NIFTY METAL|NIFTY TELECOMMUNICATIONS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2019-06-28,20,6,NIFTY CEMENT|NIFTY CHEMICALS|NIFTY HOUSING FINANCE|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY TELECOMMUNICATIONS,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY METAL|NIFTY NBFC|NIFTY POWER|NIFTY PSU BANK|NIFTY REALTY
2019-07-31,20,6,NIFTY AUTO|NIFTY CONSUMER DURABLES|NIFTY METAL|NIFTY NBFC|NIFTY PSU BANK|NIFTY TELECOMMUNICATIONS,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY
2019-08-30,20,6,NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY HOUSING FINANCE|NIFTY METAL|NIFTY PSU BANK,NIFTY AUTO|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY HEALTHCARE|NIFTY IT|NIFTY MEDIA|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY REALTY|NIFTY TELECOMMUNICATIONS
2019-09-30,20,6,NIFTY HEALTHCARE|NIFTY HOUSING FINANCE|NIFTY IT|NIFTY MEDIA|NIFTY PSU BANK|NIFTY REALTY,NIFTY AUTO|NIFTY BANK|NIFTY CAPITAL GOODS|NIFTY CEMENT|NIFTY CHEMICALS|NIFTY COMMERCIAL & TRANSPORT SERVICES|NIFTY CONSTRUCTION|NIFTY CONSUMER DURABLES|NIFTY FMCG|NIFTY METAL|NIFTY NBFC|NIFTY OIL & GAS|NIFTY POWER|NIFTY TELECOMMUNICATIONS
