symbol,fy,industry,fy_start,fy_end,filing_date,basis,taxonomy,src,pat,pbt,interest,share_capital,reserves,equity,ctx_inferred,ok_roe
CAPLIPOINT,2021,PHARMA,2021-04-01,2022-03-31,2022-05-13,Consolidated,INDAS,legacy,3084500000.0,3858200000.0,7000000.0,151600000.0,0.0,151600000.0,True,True
CAPLIPOINT,2024,PHARMA,2024-04-01,2025-03-31,2025-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,5410900000.0,6767900000.0,6100000.0,152000000.0,0.0,152000000.0,False,True
CAPLIPOINT,2025,PHARMA,2025-04-01,2026-03-31,2026-05-14,Consolidated,INTEGRATED_FILING_INDAS,integrated,6497300000.0,8027900000.0,8700000.0,152000000.0,35712200000.0,35864200000.0,False,True
CARBORUNIV,2018,INDUSTRIAL MANUFACTURING,2018-04-01,2019-03-31,2019-05-07,Consolidated,INDAS,legacy,2476000000.0,3488400000.0,84800000.0,189200000.0,17028100000.0,17217300000.0,True,True
CARBORUNIV,2019,INDUSTRIAL MANUFACTURING,2019-04-01,2020-03-31,2020-06-06,Consolidated,INDAS,legacy,2749900000.0,3327700000.0,63300000.0,189400000.0,18370400000.0,18559800000.0,True,True
CARBORUNIV,2020,INDUSTRIAL MANUFACTURING,2020-04-01,2021-03-31,2021-04-29,Consolidated,INDAS,legacy,2930700000.0,3795400000.0,35800000.0,189600000.0,21101400000.0,21291000000.0,True,True
CARBORUNIV,2021,INDUSTRIAL MANUFACTURING,2021-04-01,2022-03-31,2022-05-14,Consolidated,INDAS,legacy,3500100000.0,4562300000.0,56400000.0,189900000.0,23424200000.0,23614100000.0,True,True
CARBORUNIV,2024,INDUSTRIAL MANUFACTURING,2024-04-01,2025-03-31,2025-05-12,Consolidated,INTEGRATED_FILING_INDAS,integrated,2987100000.0,4226600000.0,139700000.0,190400000.0,35072100000.0,35262500000.0,False,True
CARBORUNIV,2025,INDUSTRIAL MANUFACTURING,2025-04-01,2026-03-31,2026-05-14,Consolidated,INTEGRATED_FILING_INDAS,integrated,1678000000.0,2504600000.0,187600000.0,190500000.0,38784000000.0,38974500000.0,False,True
CARERATING,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-06-19,Consolidated,INDAS,legacy,834796000.0,1040926000.0,9275000.0,294612000.0,5038027000.0,5332639000.0,True,True
CARERATING,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-06-13,Consolidated,INDAS,legacy,909657000.0,1186470000.0,6175000.0,294612000.0,5593597000.0,5888209000.0,True,True
CARERATING,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-05-29,Consolidated,INDAS,legacy,768290000.0,986300000.0,4638000.0,296465000.0,6178481000.0,6474946000.0,True,True
CARERATING,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-05-13,Consolidated,INTEGRATED_FILING_INDAS,integrated,1400019000.0,1922658000.0,21082000.0,299321000.0,7763360000.0,8062681000.0,False,True
CARERATING,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-05-13,Consolidated,INTEGRATED_FILING_INDAS,integrated,1736959000.0,2353535000.0,24861000.0,300470000.0,9022666000.0,9323136000.0,False,True
CCL,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-06-16,Consolidated,INDAS,legacy,1659359000.0,2253150000.0,179633000.0,266056000.0,9017897000.0,9283953000.0,True,True
CCL,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-05-22,Consolidated,INDAS,legacy,1822615000.0,2347830000.0,169545000.0,266056000.0,10606921000.0,10872977000.0,True,True
CCL,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-05-27,Consolidated,INDAS,legacy,2043504000.0,2613335000.0,163590000.0,266056000.0,12240883000.0,12506939000.0,True,True
CCL,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-06,Consolidated,INTEGRATED_FILING_INDAS,integrated,3103365000.0,3522533000.0,1128314000.0,267056000.0,19405221000.0,19672277000.0,False,True
CCL,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-07,Consolidated,INTEGRATED_FILING_INDAS,integrated,3880987000.0,4606982000.0,1287499000.0,267056000.0,23178492000.0,23445548000.0,False,True
CDSL,2018,FINANCIAL SERVICES,2018-04-01,2019-03-31,2019-05-07,Consolidated,INDAS,legacy,1148266000.0,1482073000.0,0.0,1045000000.0,5636431000.0,6681431000.0,True,True
CDSL,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-07-19,Consolidated,INDAS,legacy,1067182000.0,1364478000.0,294000.0,1045000000.0,0.0,1045000000.0,True,True
CDSL,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-05-01,Consolidated,INDAS,legacy,2012673000.0,2595234000.0,230000.0,1045000000.0,7727211000.0,8772211000.0,True,True
CDSL,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-04-29,Consolidated,INDAS,legacy,3118081000.0,4099592000.0,99000.0,1045000000.0,9884184000.0,10929184000.0,True,True
CDSL,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-05-03,Consolidated,INTEGRATED_FILING_INDAS,integrated,5263264000.0,6922625000.0,1003000.0,2090000000.0,15513447000.0,17603447000.0,False,True
CDSL,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-05-02,Consolidated,INTEGRATED_FILING_INDAS,integrated,4550766000.0,6130890000.0,1735000.0,2090000000.0,17507825000.0,19597825000.0,False,True
CEATLTD,2018,AUTOMOBILE,2018-04-01,2019-03-31,2019-05-09,Consolidated,INDAS,legacy,2510800000.0,3560000000.0,880400000.0,404500000.0,27256600000.0,27661100000.0,True,True
CEATLTD,2019,AUTOMOBILE,2019-04-01,2020-03-31,2020-06-08,Consolidated,INDAS,legacy,2300600000.0,2870700000.0,1509300000.0,404500000.0,28674700000.0,29079200000.0,True,True
CEATLTD,2020,AUTOMOBILE,2020-04-01,2021-03-31,2021-05-06,Consolidated,INDAS,legacy,4323000000.0,4475800000.0,1755100000.0,404500000.0,0.0,404500000.0,True,True
CEATLTD,2021,AUTOMOBILE,2021-04-01,2022-03-31,2022-05-06,Consolidated,INDAS,legacy,705800000.0,661300000.0,2069500000.0,404500000.0,0.0,404500000.0,True,True
CEATLTD,2024,AUTOMOBILE,2024-04-01,2025-03-31,2025-04-29,Consolidated,INTEGRATED_FILING_INDAS,integrated,4713700000.0,6216000000.0,2777900000.0,404500000.0,43280800000.0,43685300000.0,False,True
CEATLTD,2025,AUTOMOBILE,2025-04-01,2026-03-31,2026-04-28,Consolidated,INTEGRATED_FILING_INDAS,integrated,6972400000.0,9603100000.0,3586200000.0,404500000.0,50055600000.0,50460100000.0,False,True
CENTRALBK,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-08-15,Consolidated,BANKING,legacy,-11273100000.0,-9096600000.0,160045600000.0,57097600000.0,128641400000.0,185739000000.0,True,True
CENTRALBK,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-06-07,Consolidated,BANKING,legacy,-8784900000.0,-13090100000.0,145429600000.0,58755600000.0,120290000000.0,179045600000.0,True,True
CENTRALBK,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-05-09,Consolidated,BANKING,legacy,10645000000.0,17448100000.0,133608800000.0,86809400000.0,151535200000.0,238344600000.0,True,True
CENTRALBK,2022,FINANCIAL SERVICES,2022-04-01,2023-03-31,2023-04-29,Consolidated,BANKING,legacy,16093300000.0,26820300000.0,139051000000.0,86809400000.0,168862100000.0,255671500000.0,True,True
CENTRALBK,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-04-28,Consolidated,INTEGRATED_FILING_BANKING,integrated,38178000000.0,49780700000.0,198296700000.0,90514000000.0,239084400000.0,329598400000.0,False,True
CENTRALBK,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-04-30,Consolidated,INTEGRATED_FILING_BANKING,integrated,44835100000.0,65586900000.0,219260500000.0,90514000000.0,260888200000.0,351402200000.0,False,True
CENTURYPLY,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-06-25,Consolidated,INDAS,legacy,1488714000.0,2023322000.0,469386000.0,222527000.0,9526680000.0,9749207000.0,True,True
CENTURYPLY,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-06-26,Consolidated,INDAS,legacy,1252854000.0,1772184000.0,388964000.0,222527000.0,10683574000.0,10906101000.0,True,True
CENTURYPLY,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-06-14,Consolidated,INDAS,legacy,1912184000.0,2595781000.0,127878000.0,222527000.0,12451496000.0,12674023000.0,True,True
CENTURYPLY,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-05-16,Consolidated,INDAS,legacy,3131590000.0,4682055000.0,114313000.0,222527000.0,15345877000.0,15568404000.0,True,True
CENTURYPLY,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-29,Consolidated,INTEGRATED_FILING_INDAS,integrated,1860823000.0,2772825000.0,690277000.0,222527000.0,23428629000.0,23651156000.0,False,True
CENTURYPLY,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-22,Consolidated,INTEGRATED_FILING_INDAS,integrated,2683342000.0,3573811000.0,1134883000.0,222527000.0,25876410000.0,26098937000.0,False,True
CERA,2018,CONSTRUCTION,2018-04-01,2019-03-31,2019-05-14,Non-Consolidated,INDAS,legacy,1150533000.0,1801653000.0,32378000.0,65029000.0,6936533000.0,7001562000.0,True,True
CERA,2019,CONSTRUCTION,2019-04-01,2020-03-31,2020-07-01,Consolidated,INDAS,legacy,1106009000.0,1348748000.0,100504000.0,65029000.0,7642391000.0,7707420000.0,True,True
CERA,2020,CONSTRUCTION,2020-04-01,2021-03-31,2021-06-10,Consolidated,INDAS,legacy,999543000.0,1339197000.0,97286000.0,65029000.0,8652348000.0,8717377000.0,True,True
CERA,2021,CONSTRUCTION,2021-04-01,2022-03-31,2022-05-11,Consolidated,INDAS,legacy,1529524000.0,2089531000.0,52815000.0,65029000.0,10086488000.0,10151517000.0,True,True
CERA,2024,CONSTRUCTION,2024-04-01,2025-03-31,2025-05-09,Consolidated,INTEGRATED_FILING_INDAS,integrated,2487104000.0,3107013000.0,74913000.0,64488000.0,13471330000.0,13535818000.0,False,True
CERA,2025,CONSTRUCTION,2025-04-01,2026-03-31,2026-05-08,Standalone,INTEGRATED_FILING_INDAS,integrated,2041856000.0,2691125000.0,64678000.0,64488000.0,14658897000.0,14723385000.0,False,True
CESC,2019,POWER,2019-04-01,2020-03-31,2020-06-29,Consolidated,INDAS,legacy,13060000000.0,16000000000.0,13570000000.0,1330000000.0,94940000000.0,96270000000.0,True,True
CESC,2020,POWER,2020-04-01,2021-03-31,2021-06-16,Consolidated,INDAS,legacy,13630000000.0,17520000000.0,12260000000.0,1330000000.0,97400000000.0,98730000000.0,True,True
CESC,2021,POWER,2021-04-01,2022-03-31,2022-05-13,Consolidated,INDAS,legacy,14050000000.0,19160000000.0,11290000000.0,1330000000.0,102640000000.0,103970000000.0,True,True
CESC,2024,POWER,2024-04-01,2025-03-31,2025-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,14280000000.0,17820000000.0,13240000000.0,1330000000.0,118760000000.0,120090000000.0,False,True
CESC,2025,POWER,2025-04-01,2026-03-31,2026-05-06,Consolidated,INTEGRATED_FILING_INDAS,integrated,16180000000.0,21190000000.0,13600000000.0,1330000000.0,123970000000.0,125300000000.0,False,True
CGCL,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-05-28,Consolidated,NBFC_INDAS,legacy,1769550000.0,2357130000.0,2887050000.0,350570000.0,0.0,350570000.0,True,True
CGCL,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-05-05,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,4785330000.0,6333180000.0,12735980000.0,825120000.0,42215850000.0,43040970000.0,False,True
CGCL,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-04-30,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,9491520000.0,12574090000.0,17298070000.0,962150000.0,0.0,962150000.0,False,True
CHAMBLFERT,2018,FERTILISERS & PESTICIDES,2018-04-01,2019-03-31,2019-05-16,Non-Consolidated,INDAS,legacy,5452750000.0,7926917000.0,2456671000.0,4162079000.0,28243347000.0,32405426000.0,True,True
CHAMBLFERT,2019,FERTILISERS & PESTICIDES,2019-04-01,2020-03-31,2020-07-21,Consolidated,INDAS,legacy,12255600000.0,13250500000.0,5026300000.0,4162100000.0,31230900000.0,35393000000.0,True,True
CHAMBLFERT,2020,FERTILISERS & PESTICIDES,2020-04-01,2021-03-31,2021-05-11,Consolidated,INDAS,legacy,17475900000.0,22700800000.0,2793900000.0,4162100000.0,48325800000.0,52487900000.0,True,True
CHAMBLFERT,2021,FERTILISERS & PESTICIDES,2021-04-01,2022-03-31,2022-05-20,Consolidated,INDAS,legacy,15660600000.0,19245200000.0,1059300000.0,4162100000.0,59833700000.0,63995800000.0,True,True
CHAMBLFERT,2024,FERTILISERS & PESTICIDES,2024-04-01,2025-03-31,2025-05-08,Consolidated,INTEGRATED_FILING_INDAS,integrated,16493900000.0,23200100000.0,484200000.0,4006500000.0,83273700000.0,87280200000.0,False,True
CHAMBLFERT,2025,FERTILISERS & PESTICIDES,2025-04-01,2026-03-31,2026-05-14,Consolidated,INTEGRATED_FILING_INDAS,integrated,19532700000.0,24495600000.0,68100000.0,4006500000.0,100073000000.0,104079500000.0,False,True
CHENNPETRO,2018,OIL & GAS,2018-04-01,2019-03-31,2019-05-24,Consolidated,INDAS,legacy,-2053500000.0,-3039700000.0,4197600000.0,1489100000.0,33076300000.0,34565400000.0,True,True
CHENNPETRO,2019,OIL & GAS,2019-04-01,2020-03-31,2020-06-04,Consolidated,INDAS,legacy,-20564000000.0,-30219300000.0,4132500000.0,1489100000.0,12103600000.0,13592700000.0,True,True
CHENNPETRO,2020,OIL & GAS,2020-04-01,2021-03-31,2021-04-28,Consolidated,INDAS,legacy,2572600000.0,12706800000.0,3750400000.0,1489110000.0,14622900000.0,16112010000.0,True,True
CHENNPETRO,2021,OIL & GAS,2021-04-01,2022-03-31,2022-04-28,Consolidated,INDAS,legacy,13520300000.0,18256600000.0,4124400000.0,1489100000.0,28378200000.0,29867300000.0,True,True
CHENNPETRO,2024,OIL & GAS,2024-04-01,2025-03-31,2025-04-25,Consolidated,INTEGRATED_FILING_INDAS,integrated,2140900000.0,1898300000.0,2445200000.0,1489100000.0,80577400000.0,82066500000.0,False,True
CHENNPETRO,2025,OIL & GAS,2025-04-01,2026-03-31,2026-04-24,Consolidated,INTEGRATED_FILING_INDAS,integrated,31027000000.0,40924500000.0,1200700000.0,1489100000.0,109603000000.0,111092100000.0,False,True
CHOLAFIN,2018,FINANCIAL SERVICES,2018-04-01,2019-03-31,2019-05-06,Consolidated,INDAS,legacy,11965900000.0,18315300000.0,35881400000.0,0.0,62087100000.0,62087100000.0,True,True
CHOLAFIN,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-04-25,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,42627000000.0,57414500000.0,124945300000.0,1682500000.0,0.0,1682500000.0,False,True
CHOLAFIN,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-04-30,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,52326100000.0,69730400000.0,143841300000.0,1704800000.0,302879200000.0,304584000000.0,False,True
CHOLAHLDNG,2018,FINANCIAL SERVICES,2018-04-01,2019-03-31,2019-05-09,Consolidated,INDAS,legacy,14148300000.0,21347900000.0,35868700000.0,0.0,39248300000.0,39248300000.0,True,True
CHOLAHLDNG,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-06-25,Consolidated,NBFC_INDAS,legacy,11650500000.0,18056200000.0,45924000000.0,187700000.0,45718100000.0,45905800000.0,True,True
CHOLAHLDNG,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-05-15,Consolidated,NBFC_INDAS,legacy,17642200000.0,24002800000.0,46078200000.0,187700000.0,53671700000.0,53859400000.0,True,True
CHOLAHLDNG,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-05-09,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,47398800000.0,63995600000.0,124940600000.0,187800000.0,269490900000.0,269678700000.0,False,True
CHOLAHLDNG,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-05-08,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,54851800000.0,73259200000.0,143880600000.0,187800000.0,338611800000.0,338799600000.0,False,True
CIPLA,2018,PHARMA,2018-04-01,2019-03-31,2019-05-24,Consolidated,INDAS,legacy,14924400000.0,20791400000.0,1684300000.0,1611400000.0,148511400000.0,150122800000.0,True,True
CIPLA,2019,PHARMA,2019-04-01,2020-03-31,2020-06-03,Consolidated,INDAS,legacy,14995200000.0,21781800000.0,1973600000.0,1612500000.0,156017500000.0,157630000000.0,True,True
CIPLA,2020,PHARMA,2020-04-01,2021-03-31,2021-05-14,Consolidated,INDAS,legacy,23885100000.0,32900600000.0,1607000000.0,1612900000.0,181652400000.0,183265300000.0,True,True
CIPLA,2021,PHARMA,2021-04-01,2022-03-31,2022-05-11,Consolidated,INDAS,legacy,25466500000.0,34932700000.0,1063500000.0,1613600000.0,206803300000.0,208416900000.0,True,True
CIPLA,2024,PHARMA,2024-04-01,2025-03-31,2025-05-13,Consolidated,INTEGRATED_FILING_INDAS,integrated,52692000000.0,68208100000.0,620100000.0,1615200000.0,0.0,1615200000.0,False,True
CIPLA,2025,PHARMA,2025-04-01,2026-03-31,2026-05-13,Consolidated,INTEGRATED_FILING_INDAS,integrated,38617400000.0,52236300000.0,543900000.0,1615600000.0,342703900000.0,344319500000.0,False,True
COALINDIA,2018,METALS,2018-04-01,2019-03-31,2019-07-01,Consolidated,INDAS,legacy,174621800000.0,271254600000.0,2750400000.0,61627300000.0,202911900000.0,264539200000.0,True,True
COALINDIA,2019,METALS,2019-04-01,2020-03-31,2020-06-26,Consolidated,INDAS,legacy,167003400000.0,240724900000.0,5029200000.0,61627300000.0,259941900000.0,321569200000.0,True,True
COALINDIA,2020,METALS,2020-04-01,2021-03-31,2021-06-14,Consolidated,INDAS,legacy,127021700000.0,180122100000.0,6446900000.0,61627300000.0,0.0,61627300000.0,True,True
COALINDIA,2021,METALS,2021-04-01,2022-03-31,2022-05-25,Consolidated,INDAS,legacy,173784200000.0,236248700000.0,5414900000.0,61627300000.0,0.0,61627300000.0,True,True
COALINDIA,2024,METALS,2024-04-01,2025-03-31,2025-05-07,Consolidated,INTEGRATED_FILING_INDAS,integrated,353021000000.0,465039300000.0,8836500000.0,61627300000.0,0.0,61627300000.0,False,True
COALINDIA,2025,METALS,2025-04-01,2026-03-31,2026-04-27,Consolidated,INTEGRATED_FILING_INDAS,integrated,310705800000.0,411647400000.0,12162600000.0,61627300000.0,1129388300000.0,1191015600000.0,False,True
COCHINSHIP,2018,INDUSTRIAL MANUFACTURING,2018-04-01,2019-03-31,2019-05-22,Non-Consolidated,INDAS,legacy,4811779000.0,7513752000.0,143011000.0,1315404000.0,32005377000.0,33320781000.0,True,True
COCHINSHIP,2019,INDUSTRIAL MANUFACTURING,2019-04-01,2020-03-31,2020-06-20,Consolidated,INDAS,legacy,6320099000.0,8577200000.0,449241000.0,1315404000.0,35913431000.0,37228835000.0,True,True
COCHINSHIP,2020,INDUSTRIAL MANUFACTURING,2020-04-01,2021-03-31,2021-06-11,Consolidated,INDAS,legacy,6086644000.0,8081280000.0,512610000.0,1315404000.0,39019108000.0,40334512000.0,True,True
COCHINSHIP,2021,INDUSTRIAL MANUFACTURING,2021-04-01,2022-03-31,2022-05-21,Consolidated,INDAS,legacy,5639614000.0,7659419000.0,471137000.0,1315404000.0,42616414000.0,43931818000.0,True,True
COCHINSHIP,2024,INDUSTRIAL MANUFACTURING,2024-04-01,2025-03-31,2025-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,8273305000.0,11251705000.0,385755000.0,1315404000.0,54477199000.0,55792603000.0,False,True
COCHINSHIP,2025,INDUSTRIAL MANUFACTURING,2025-04-01,2026-03-31,2026-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,7167395000.0,9990342000.0,923761000.0,1315404000.0,57412168000.0,58727572000.0,False,True
COLPAL,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-05-28,Non-Consolidated,INDAS,legacy,7755700000.0,11425600000.0,25000000.0,272000000.0,14195500000.0,14467500000.0,True,True
COLPAL,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-05-21,Non-Consolidated,INDAS,legacy,8164700000.0,10433700000.0,96200000.0,272000000.0,15669600000.0,15941600000.0,True,True
COLPAL,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-05-17,Non-Consolidated,INDAS,legacy,10353900000.0,13502200000.0,72600000.0,272000000.0,11386600000.0,11658600000.0,True,True
COLPAL,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-05-27,Non-Consolidated,INDAS,legacy,10783200000.0,14090100000.0,58900000.0,272000000.0,17074800000.0,17346800000.0,True,True
COLPAL,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-21,Standalone,INTEGRATED_FILING_INDAS,integrated,14368100000.0,19298400000.0,43200000.0,272000000.0,0.0,272000000.0,False,True
COLPAL,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-22,Standalone,INTEGRATED_FILING_INDAS,integrated,13253100000.0,17839600000.0,37900000.0,272000000.0,0.0,272000000.0,False,True
CONCOR,2019,SERVICES,2019-04-01,2020-03-31,2020-06-26,Consolidated,INDAS,legacy,4066500000.0,5049600000.0,460500000.0,3046500000.0,97423300000.0,100469800000.0,True,True
CONCOR,2020,SERVICES,2020-04-01,2021-03-31,2021-05-21,Consolidated,INDAS,legacy,5006100000.0,6422800000.0,429000000.0,3046500000.0,98824500000.0,101871000000.0,True,True
CONCOR,2021,SERVICES,2021-04-01,2022-03-31,2022-05-20,Consolidated,INDAS,legacy,10522700000.0,13705700000.0,623700000.0,3046500000.0,104509000000.0,107555500000.0,True,True
CONCOR,2024,SERVICES,2024-04-01,2025-03-31,2025-05-22,Consolidated,INTEGRATED_FILING_INDAS,integrated,12918400000.0,16886600000.0,729000000.0,3046500000.0,120755400000.0,123801900000.0,False,True
CONCOR,2025,SERVICES,2025-04-01,2026-03-31,2026-05-25,Consolidated,INTEGRATED_FILING_INDAS,integrated,12457400000.0,16209000000.0,777000000.0,3808100000.0,125615400000.0,129423500000.0,False,True
COROMANDEL,2018,FERTILISERS & PESTICIDES,2018-04-01,2019-03-31,2019-09-07,Consolidated,INDAS,legacy,7204800000.0,10917400000.0,2507000000.0,292500000.0,33291400000.0,33583900000.0,True,True
COROMANDEL,2019,FERTILISERS & PESTICIDES,2019-04-01,2020-03-31,2020-06-08,Consolidated,INDAS,legacy,10650400000.0,13777300000.0,2352800000.0,293000000.0,42884000000.0,43177000000.0,True,True
COROMANDEL,2020,FERTILISERS & PESTICIDES,2020-04-01,2021-03-31,2021-04-29,Consolidated,INDAS,legacy,13291500000.0,17805500000.0,1056700000.0,293400000.0,51212500000.0,51505900000.0,True,True
COROMANDEL,2021,FERTILISERS & PESTICIDES,2021-04-01,2022-03-31,2022-04-29,Consolidated,INDAS,legacy,15284600000.0,20460100000.0,754700000.0,293500000.0,63289200000.0,63582700000.0,True,True
COROMANDEL,2024,FERTILISERS & PESTICIDES,2024-04-01,2025-03-31,2025-05-01,Consolidated,INTEGRATED_FILING_INDAS,integrated,20547100000.0,27809900000.0,2624300000.0,294600000.0,110583700000.0,110878300000.0,False,True
COROMANDEL,2025,FERTILISERS & PESTICIDES,2025-04-01,2026-03-31,2026-05-07,Consolidated,INTEGRATED_FILING_INDAS,integrated,189814000.0,261720000.0,34259000.0,2950000.0,1252839000.0,1255789000.0,False,True
CREDITACC,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-05-13,Consolidated,NBFC_INDAS,legacy,3571000000.0,4807900000.0,9841400000.0,1558700000.0,38217800000.0,39776500000.0,True,True
CREDITACC,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-05-16,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,5314000000.0,7088700000.0,19475600000.0,1597200000.0,0.0,1597200000.0,False,True
CREDITACC,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-05-08,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,7776400000.0,10332000000.0,18990800000.0,1602000000.0,0.0,1602000000.0,False,True
CROMPTON,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-06-25,Consolidated,INDAS,legacy,4013900000.0,5598400000.0,596000000.0,1254000000.0,9719400000.0,10973400000.0,True,True
CROMPTON,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-07-19,Consolidated,INDAS,legacy,4963900000.0,5906900000.0,406700000.0,1254600000.0,13428800000.0,14683400000.0,True,True
CROMPTON,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-05-22,Consolidated,INDAS,legacy,6166450000.0,7236250000.0,429100000.0,1255380000.0,18058900000.0,19314280000.0,True,True
CROMPTON,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-05-27,Consolidated,INDAS,legacy,5783830000.0,7515430000.0,353100000.0,1266800000.0,0.0,1266800000.0,True,True
CROMPTON,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,5640800000.0,7562100000.0,479800000.0,1287600000.0,32613700000.0,33901300000.0,False,True
CROMPTON,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-13,Consolidated,INTEGRATED_FILING_INDAS,integrated,-2307600000.0,-793000000.0,440300000.0,1287800000.0,28375200000.0,29663000000.0,False,True
CSBBANK,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-09-14,Non-Consolidated,BANKING,legacy,127247000.0,1339990000.0,9176003000.0,1735081000.0,5365550000.0,7100631000.0,True,True
CSBBANK,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-05-08,Non-Consolidated,BANKING,legacy,2184000000.0,2925500000.0,9309100000.0,1735400000.0,18522200000.0,20257600000.0,True,True
CSBBANK,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-05-06,Non-Consolidated,BANKING,legacy,4584900000.0,6142300000.0,8850100000.0,1735400000.0,23246400000.0,24981800000.0,True,True
CSBBANK,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-04-28,Standalone,INTEGRATED_FILING_BANKING,integrated,5938000000.0,7995300000.0,21209700000.0,1735400000.0,41503600000.0,43239000000.0,False,True
CSBBANK,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-05-04,Standalone,INTEGRATED_FILING_BANKING,integrated,6331800000.0,8511600000.0,27848700000.0,1735400000.0,45499100000.0,47234500000.0,False,True
CUB,2018,FINANCIAL SERVICES,2018-04-01,2019-03-31,2019-06-25,Non-Consolidated,BANKING,legacy,6828514000.0,9248514000.0,21556774000.0,734501000.0,47673074000.0,48407575000.0,True,True
CUB,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-07-03,Non-Consolidated,BANKING,legacy,4763155000.0,5863155000.0,24934119000.0,737319000.0,52223354000.0,52960673000.0,True,True
CUB,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-05-31,Non-Consolidated,BANKING,legacy,5928228000.0,6928228000.0,23050182000.0,738822000.0,57685940000.0,58424762000.0,True,True
