symbol,fy,industry,fy_start,fy_end,filing_date,basis,taxonomy,src,pat,pbt,interest,share_capital,reserves,equity,ctx_inferred,ok_roe
TATAELXSI,2025,IT,2025-04-01,2026-03-31,2026-04-21,Standalone,INTEGRATED_FILING_INDAS,integrated,6284303000.0,8251091000.0,162289000.0,622967000.0,29790450000.0,30413417000.0,False,True
TATAINVEST,2019,FINANCIAL SERVICES,2019-04-01,2020-03-31,2020-06-18,Consolidated,NBFC_INDAS,legacy,900900000.0,1062800000.0,2600000.0,506000000.0,80065300000.0,80571300000.0,True,True
TATAINVEST,2020,FINANCIAL SERVICES,2020-04-01,2021-03-31,2021-04-27,Consolidated,NBFC_INDAS,legacy,1546300000.0,1427100000.0,900000.0,506000000.0,142389700000.0,142895700000.0,True,True
TATAINVEST,2021,FINANCIAL SERVICES,2021-04-01,2022-03-31,2022-04-25,Consolidated,NBFC_INDAS,legacy,2144600000.0,2280600000.0,900000.0,506000000.0,196757500000.0,197263500000.0,True,True
TATAINVEST,2024,FINANCIAL SERVICES,2024-04-01,2025-03-31,2025-04-21,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,3120900000.0,2655200000.0,1600000.0,506000000.0,310401700000.0,310907700000.0,False,True
TATAINVEST,2025,FINANCIAL SERVICES,2025-04-01,2026-03-31,2026-04-21,Consolidated,INTEGRATED_FILING_NBFC_INDAS,integrated,4336800000.0,3569700000.0,5700000.0,506000000.0,291705600000.0,292211600000.0,False,True
TATAMTRDVR,2018,AUTOMOBILE,2018-04-01,2019-03-31,2019-06-25,Consolidated,INDAS,legacy,-287242000000.0,-313711500000.0,57586000000.0,6792200000.0,594774700000.0,601566900000.0,True,True
TATAMTRDVR,2019,AUTOMOBILE,2019-04-01,2020-03-31,2020-06-15,Consolidated,INDAS,legacy,-119752300000.0,-105799800000.0,72433300000.0,7195400000.0,623589900000.0,630785300000.0,True,True
TATAMTRDVR,2020,AUTOMOBILE,2020-04-01,2021-03-31,2021-05-19,Consolidated,INDAS,legacy,-133951000000.0,-104742800000.0,80971700000.0,7658100000.0,544809100000.0,552467200000.0,True,True
TATAMTRDVR,2021,AUTOMOBILE,2021-04-01,2022-03-31,2022-05-13,Consolidated,INDAS,legacy,-113087600000.0,-70034100000.0,93118600000.0,7658800000.0,437953800000.0,445612600000.0,True,True
TATAPOWER,2018,POWER,2018-04-01,2019-03-31,2019-06-26,Non-Consolidated,INDAS,legacy,17085800000.0,21711600000.0,15003500000.0,2500000000.0,139191000000.0,141691000000.0,True,True
TATAPOWER,2019,POWER,2019-04-01,2020-03-31,2020-06-09,Consolidated,INDAS,legacy,13164400000.0,16043000000.0,44937300000.0,2705000000.0,177955200000.0,180660200000.0,True,True
TATAPOWER,2020,POWER,2020-04-01,2021-03-31,2021-05-12,Consolidated,INDAS,legacy,14386500000.0,5023000000.0,40103900000.0,3195600000.0,205027000000.0,208222600000.0,True,True
TATAPOWER,2021,POWER,2021-04-01,2022-03-31,2022-05-06,Consolidated,INDAS,legacy,21556100000.0,12996400000.0,38590200000.0,3195600000.0,217596600000.0,220792200000.0,True,True
TATAPOWER,2024,POWER,2024-04-01,2025-03-31,2025-05-14,Consolidated,INTEGRATED_FILING_INDAS,integrated,47753700000.0,65024500000.0,47024400000.0,3195600000.0,352940800000.0,356136400000.0,False,True
TATAPOWER,2025,POWER,2025-04-01,2026-03-31,2026-05-12,Consolidated,INTEGRATED_FILING_INDAS,integrated,51175600000.0,46760800000.0,52567900000.0,3195600000.0,389206200000.0,392401800000.0,False,True
TATASTEEL,2018,METALS,2018-04-01,2019-03-31,2019-06-26,Consolidated,INDAS,legacy,90983300000.0,156810200000.0,76601000000.0,11449400000.0,678696000000.0,690145400000.0,True,True
TATASTEEL,2019,METALS,2019-04-01,2020-03-31,2020-06-29,Consolidated,INDAS,legacy,11724600000.0,-4196900000.0,75334600000.0,11449500000.0,727429500000.0,738879000000.0,True,True
TATASTEEL,2020,METALS,2020-04-01,2021-03-31,2021-05-06,Consolidated,INDAS,legacy,81897900000.0,135163500000.0,76067100000.0,11976100000.0,755358400000.0,767334500000.0,True,True
TATASTEEL,2021,METALS,2021-04-01,2022-03-31,2022-05-03,Consolidated,INDAS,legacy,417493200000.0,495777100000.0,54622000000.0,12212100000.0,1158772500000.0,1170984600000.0,True,True
TATASTEEL,2024,METALS,2024-04-01,2025-03-31,2025-05-13,Consolidated,INTEGRATED_FILING_INDAS,integrated,31737800000.0,82220600000.0,73409500000.0,12474400000.0,901053400000.0,913527800000.0,False,True
TATASTEEL,2025,METALS,2025-04-01,2026-03-31,2026-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,108858200000.0,156001900000.0,71670600000.0,12474400000.0,1025330100000.0,1037804500000.0,False,True
TATASTLBSL,2019,METALS,2019-04-01,2020-03-31,2020-06-04,Consolidated,INDAS,legacy,-6284900000.0,-6284900000.0,16547700000.0,2186900000.0,0.0,2186900000.0,True,True
TATASTLBSL,2020,METALS,2020-04-01,2021-03-31,2021-04-22,Non-Consolidated,INDAS,legacy,24659800000.0,24659800000.0,16222600000.0,2186900000.0,0.0,2186900000.0,True,True
TCIEXP,2018,SERVICES,2018-04-01,2019-03-31,2019-05-23,Non-Consolidated,INDAS,legacy,728500000.0,1118800000.0,37800000.0,76600000.0,2595300000.0,2671900000.0,True,True
TCIEXP,2019,SERVICES,2019-04-01,2020-03-31,2020-05-09,Non-Consolidated,INDAS,legacy,890800000.0,1169800000.0,9000000.0,76700000.0,0.0,76700000.0,True,True
TCIEXP,2020,SERVICES,2020-04-01,2021-03-31,2021-05-20,Non-Consolidated,INDAS,legacy,1006000000.0,1322200000.0,7800000.0,76900000.0,0.0,76900000.0,True,True
TCIEXP,2021,SERVICES,2021-04-01,2022-03-31,2022-05-28,Non-Consolidated,INDAS,legacy,1288500000.0,1720100000.0,9100000.0,77000000.0,0.0,77000000.0,True,True
TCIEXP,2024,SERVICES,2024-04-01,2025-03-31,2025-05-30,Consolidated,INTEGRATED_FILING_INDAS,integrated,858100000.0,1151800000.0,13100000.0,76800000.0,0.0,76800000.0,False,True
TCIEXP,2025,SERVICES,2025-04-01,2026-03-31,2026-05-27,Consolidated,INTEGRATED_FILING_INDAS,integrated,814300000.0,1103600000.0,21300000.0,76800000.0,0.0,76800000.0,False,True
TCNSBRANDS,2018,TEXTILES,2018-04-01,2019-03-31,2019-05-29,Non-Consolidated,INDAS,legacy,1314350000.0,1616230000.0,5140000.0,122650000.0,0.0,122650000.0,True,True
TCNSBRANDS,2019,TEXTILES,2019-04-01,2020-03-31,2020-06-21,Non-Consolidated,INDAS,legacy,694120000.0,660630000.0,381890000.0,122950000.0,0.0,122950000.0,True,True
TCNSBRANDS,2020,TEXTILES,2020-04-01,2021-03-31,2021-06-22,Non-Consolidated,INDAS,legacy,-563830000.0,-769380000.0,364530000.0,123050000.0,5996790000.0,6119840000.0,True,True
TCNSBRANDS,2021,TEXTILES,2021-04-01,2022-03-31,2022-05-28,Non-Consolidated,INDAS,legacy,-57290000.0,-72190000.0,371700000.0,123230000.0,6075420000.0,6198650000.0,True,True
TCS,2018,IT,2018-04-01,2019-03-31,2019-04-23,Consolidated,INDAS,legacy,315620000000.0,415630000000.0,1980000000.0,3750000000.0,888790000000.0,892540000000.0,True,True
TCS,2019,IT,2019-04-01,2020-03-31,2020-04-30,Consolidated,INDAS,legacy,324470000000.0,422480000000.0,9240000000.0,3750000000.0,843740000000.0,847490000000.0,True,True
TCS,2020,IT,2020-04-01,2021-03-31,2021-04-12,Consolidated,INDAS,legacy,325620000000.0,437600000000.0,6370000000.0,3700000000.0,867380000000.0,871080000000.0,True,True
TCS,2021,IT,2021-04-01,2022-03-31,2022-04-12,Consolidated,INDAS,legacy,384490000000.0,516870000000.0,7840000000.0,3660000000.0,894800000000.0,898460000000.0,True,True
TCS,2024,IT,2024-04-01,2025-03-31,2025-04-11,Consolidated,INTEGRATED_FILING_INDAS,integrated,487970000000.0,653310000000.0,7960000000.0,3620000000.0,954090000000.0,957710000000.0,False,True
TCS,2025,IT,2025-04-01,2026-03-31,2026-04-09,Consolidated,INTEGRATED_FILING_INDAS,integrated,494540000000.0,654870000000.0,12270000000.0,3620000000.0,1081160000000.0,1084780000000.0,False,True
TEAMLEASE,2018,SERVICES,2018-04-01,2019-03-31,2019-09-04,Consolidated,INDAS,legacy,980299000.0,967757000.0,52244000.0,170968000.0,5220190000.0,5391158000.0,True,True
TEAMLEASE,2019,SERVICES,2019-04-01,2020-03-31,2020-06-09,Consolidated,INDAS,legacy,349753000.0,850596000.0,122889000.0,170968000.0,5549915000.0,5720883000.0,True,True
TEAMLEASE,2020,SERVICES,2020-04-01,2021-03-31,2021-06-10,Consolidated,INDAS,legacy,784747000.0,885362000.0,68983000.0,170968000.0,6389321000.0,6560289000.0,True,True
TEAMLEASE,2021,SERVICES,2021-04-01,2022-03-31,2022-05-19,Consolidated,INDAS,legacy,394546000.0,455645000.0,39659000.0,170968000.0,6761124000.0,6932092000.0,True,True
TEAMLEASE,2024,SERVICES,2024-04-01,2025-03-31,2025-05-22,Consolidated,INTEGRATED_FILING_INDAS,integrated,1104700000.0,1143300000.0,148000000.0,167700000.0,8901300000.0,9069000000.0,False,True
TEAMLEASE,2025,SERVICES,2025-04-01,2026-03-31,2026-05-20,Consolidated,INTEGRATED_FILING_INDAS,integrated,1413800000.0,1493200000.0,142900000.0,167700000.0,10265300000.0,10433000000.0,False,True
TECHM,2018,IT,2018-04-01,2019-03-31,2019-05-24,Consolidated,INDAS,legacy,42888346000.0,55432346000.0,1332000000.0,4437346000.0,198407000000.0,202844346000.0,True,True
TECHM,2019,IT,2019-04-01,2020-03-31,2020-06-03,Consolidated,INDAS,legacy,38973792000.0,50577792000.0,1919000000.0,4358739000.0,213772000000.0,218130739000.0,True,True
TECHM,2020,IT,2020-04-01,2021-03-31,2021-04-26,Consolidated,INDAS,legacy,43530000000.0,59529000000.0,1740000000.0,4370000000.0,0.0,4370000000.0,True,True
TECHM,2021,IT,2021-04-01,2022-03-31,2022-05-13,Consolidated,INDAS,legacy,56300761000.0,74520761000.0,1626000000.0,4388064000.0,264436000000.0,268824064000.0,True,True
TECHM,2024,IT,2024-04-01,2025-03-31,2025-04-24,Consolidated,INTEGRATED_FILING_INDAS,integrated,42530000000.0,56532000000.0,3217000000.0,4424000000.0,0.0,4424000000.0,False,True
TECHM,2025,IT,2025-04-01,2026-03-31,2026-04-22,Consolidated,INTEGRATED_FILING_INDAS,integrated,48055000000.0,65731000000.0,3374000000.0,4428000000.0,4433000000.0,8861000000.0,False,True
THERMAX,2019,INDUSTRIAL MANUFACTURING,2019-04-01,2020-03-31,2020-06-19,Consolidated,INDAS,legacy,2124500000.0,3745300000.0,150200000.0,225200000.0,30053800000.0,30279000000.0,True,True
THERMAX,2020,INDUSTRIAL MANUFACTURING,2020-04-01,2021-03-31,2021-05-26,Consolidated,INDAS,legacy,2065840000.0,2751940000.0,206400000.0,225200000.0,0.0,225200000.0,True,True
THERMAX,2021,INDUSTRIAL MANUFACTURING,2021-04-01,2022-03-31,2022-05-20,Consolidated,INDAS,legacy,3123100000.0,4099700000.0,251700000.0,225200000.0,34699700000.0,34924900000.0,True,True
THERMAX,2024,INDUSTRIAL MANUFACTURING,2024-04-01,2025-03-31,2025-05-09,Consolidated,INTEGRATED_FILING_INDAS,integrated,6267000000.0,8847100000.0,1167800000.0,225300000.0,49143600000.0,49368900000.0,False,True
THERMAX,2025,INDUSTRIAL MANUFACTURING,2025-04-01,2026-03-31,2026-05-07,Consolidated,INTEGRATED_FILING_INDAS,integrated,7202600000.0,10083400000.0,1389600000.0,225300000.0,55274400000.0,55499700000.0,False,True
THYROCARE,2018,HEALTHCARE SERVICES,2018-04-01,2019-03-31,2019-06-25,Consolidated,INDAS,legacy,851400000.0,1374000000.0,6100000.0,528000000.0,3823300000.0,4351300000.0,True,True
THYROCARE,2019,HEALTHCARE SERVICES,2019-04-01,2020-03-31,2020-06-08,Consolidated,INDAS,legacy,884100000.0,1399100000.0,18500000.0,528400000.0,3138200000.0,3666600000.0,True,True
THYROCARE,2020,HEALTHCARE SERVICES,2020-04-01,2021-03-31,2021-05-10,Consolidated,INDAS,legacy,1131400000.0,1525300000.0,8700000.0,528700000.0,0.0,528700000.0,True,True
THYROCARE,2021,HEALTHCARE SERVICES,2021-04-01,2022-03-31,2022-04-30,Consolidated,INDAS,legacy,1761400000.0,2279000000.0,23700000.0,529000000.0,0.0,529000000.0,True,True
THYROCARE,2024,HEALTHCARE SERVICES,2024-04-01,2025-03-31,2025-04-24,Consolidated,INTEGRATED_FILING_INDAS,integrated,907500000.0,1468800000.0,30500000.0,529900000.0,4937600000.0,5467500000.0,False,True
THYROCARE,2025,HEALTHCARE SERVICES,2025-04-01,2026-03-31,2026-05-07,Consolidated,INTEGRATED_FILING_INDAS,integrated,1628500000.0,2114900000.0,28000000.0,1591600000.0,0.0,1591600000.0,False,True
TIINDIA,2018,AUTOMOBILE,2018-04-01,2019-03-31,2019-05-07,Consolidated,INDAS,legacy,2508300000.0,3864900000.0,528200000.0,187700000.0,14566300000.0,14754000000.0,True,True
TIINDIA,2019,AUTOMOBILE,2019-04-01,2020-03-31,2020-07-21,Consolidated,INDAS,legacy,3132700000.0,4032100000.0,303700000.0,187870000.0,17149100000.0,17336970000.0,True,True
TIINDIA,2020,AUTOMOBILE,2020-04-01,2021-03-31,2021-06-18,Consolidated,INDAS,legacy,3046900000.0,4122200000.0,409000000.0,192800000.0,21525000000.0,21717800000.0,True,True
TIINDIA,2021,AUTOMOBILE,2021-04-01,2022-03-31,2022-05-13,Consolidated,INDAS,legacy,9910400000.0,11550800000.0,582700000.0,192900000.0,30517900000.0,30710800000.0,True,True
TIINDIA,2024,AUTOMOBILE,2024-04-01,2025-03-31,2025-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,10542900000.0,16535800000.0,634600000.0,193500000.0,55163800000.0,55357300000.0,False,True
TIINDIA,2025,AUTOMOBILE,2025-04-01,2026-03-31,2026-05-13,Consolidated,INTEGRATED_FILING_INDAS,integrated,11182200000.0,18508900000.0,619900000.0,193600000.0,77320500000.0,77514100000.0,False,True
TIMETECHNO,2019,INDUSTRIAL MANUFACTURING,2019-04-01,2020-03-31,2020-06-30,Consolidated,INDAS,legacy,1750134000.0,2367496000.0,1081975000.0,226147000.0,0.0,226147000.0,True,True
TIMETECHNO,2020,INDUSTRIAL MANUFACTURING,2020-04-01,2021-03-31,2021-05-29,Consolidated,INDAS,legacy,1058341000.0,1422173000.0,977464000.0,226147000.0,0.0,226147000.0,True,True
TIMETECHNO,2021,INDUSTRIAL MANUFACTURING,2021-04-01,2022-03-31,2022-05-28,Consolidated,INDAS,legacy,1922100000.0,2593700000.0,920000000.0,226100000.0,20466000000.0,20692100000.0,True,True
TIMETECHNO,2024,INDUSTRIAL MANUFACTURING,2024-04-01,2025-03-31,2025-05-27,Consolidated,INTEGRATED_FILING_INDAS,integrated,3944500000.0,5290300000.0,915300000.0,226900000.0,28694500000.0,28921400000.0,False,True
TIMETECHNO,2025,INDUSTRIAL MANUFACTURING,2025-04-01,2026-03-31,2026-05-27,Consolidated,INTEGRATED_FILING_INDAS,integrated,4766100000.0,6382200000.0,797800000.0,493600000.0,40389400000.0,40883000000.0,False,True
TIMKEN,2018,INDUSTRIAL MANUFACTURING,2018-04-01,2019-03-31,2019-05-21,Non-Consolidated,INDAS,legacy,1486400000.0,2238200000.0,17600000.0,752100000.0,12655400000.0,13407500000.0,True,True
TIMKEN,2019,INDUSTRIAL MANUFACTURING,2019-04-01,2020-03-31,2020-06-05,Non-Consolidated,INDAS,legacy,2461000000.0,3063600000.0,27500000.0,752100000.0,0.0,752100000.0,True,True
TIMKEN,2020,INDUSTRIAL MANUFACTURING,2020-04-01,2021-03-31,2021-06-19,Non-Consolidated,INDAS,legacy,1431800000.0,1950600000.0,14400000.0,752200000.0,0.0,752200000.0,True,True
TIMKEN,2021,INDUSTRIAL MANUFACTURING,2021-04-01,2022-03-31,2022-05-27,Non-Consolidated,INDAS,legacy,3271000000.0,4382000000.0,24000000.0,752000000.0,0.0,752000000.0,True,True
TIMKEN,2024,INDUSTRIAL MANUFACTURING,2024-04-01,2025-03-31,2025-05-23,Standalone,INTEGRATED_FILING_INDAS,integrated,4473860000.0,5527290000.0,42890000.0,752190000.0,0.0,752190000.0,False,True
TIMKEN,2025,INDUSTRIAL MANUFACTURING,2025-04-01,2026-03-31,2026-05-18,Consolidated,INTEGRATED_FILING_INDAS,integrated,4148850000.0,5526310000.0,37360000.0,752190000.0,28393560000.0,29145750000.0,False,True
TITAN,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-05-09,Consolidated,INDAS,legacy,13886500000.0,19590500000.0,525400000.0,887800000.0,59813731000.0,60701531000.0,True,True
TITAN,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-06-09,Consolidated,INDAS,legacy,14926600000.0,21056800000.0,1661700000.0,887800000.0,0.0,887800000.0,True,True
TITAN,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-04-30,Consolidated,INDAS,legacy,9791030000.0,13322950000.0,2029310000.0,887790000.0,0.0,887790000.0,True,True
TITAN,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-05-04,Consolidated,INDAS,legacy,21969500000.0,29033330000.0,2180000000.0,887800000.0,92142850000.0,93030650000.0,True,True
TITAN,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-08,Consolidated,INTEGRATED_FILING_INDAS,integrated,33370000000.0,45340000000.0,9530000000.0,887800000.0,31260000000.0,32147800000.0,False,True
TITAN,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-08,Consolidated,INTEGRATED_FILING_INDAS,integrated,50730000000.0,68000000000.0,11800000000.0,890000000.0,156140000000.0,157030000000.0,False,True
TORNTPHARM,2018,PHARMA,2018-04-01,2019-03-31,2019-06-25,Consolidated,INDAS,legacy,4360000000.0,5620000000.0,5040000000.0,846200000.0,46390000000.0,47236200000.0,True,True
TORNTPHARM,2019,PHARMA,2019-04-01,2020-03-31,2020-06-09,Consolidated,INDAS,legacy,10250000000.0,11870000000.0,4510000000.0,846200000.0,47390000000.0,48236200000.0,True,True
TORNTPHARM,2020,PHARMA,2020-04-01,2021-03-31,2021-05-18,Consolidated,INDAS,legacy,12520000000.0,15260000000.0,3580000000.0,846200000.0,57530000000.0,58376200000.0,True,True
TORNTPHARM,2021,PHARMA,2021-04-01,2022-03-31,2022-05-25,Consolidated,INDAS,legacy,7770000000.0,12260000000.0,2550000000.0,846200000.0,58680000000.0,59526200000.0,True,True
TORNTPHARM,2024,PHARMA,2024-04-01,2025-03-31,2025-05-20,Consolidated,INTEGRATED_FILING_INDAS,integrated,19110000000.0,26730000000.0,2520000000.0,1692300000.0,74220000000.0,75912300000.0,False,True
TORNTPHARM,2025,PHARMA,2025-04-01,2026-03-31,2026-05-22,Consolidated,INTEGRATED_FILING_INDAS,integrated,21380000000.0,28720000000.0,3850000000.0,1692300000.0,82200000000.0,83892300000.0,False,True
TORNTPOWER,2018,POWER,2018-04-01,2019-03-31,2019-06-25,Consolidated,INDAS,legacy,9038300000.0,12636100000.0,8989300000.0,4806200000.0,84896100000.0,89702300000.0,True,True
TORNTPOWER,2019,POWER,2019-04-01,2020-03-31,2020-06-09,Consolidated,INDAS,legacy,11788800000.0,4748400000.0,9545500000.0,4806200000.0,86729200000.0,91535400000.0,True,True
TORNTPOWER,2020,POWER,2020-04-01,2021-03-31,2021-05-21,Consolidated,INDAS,legacy,12958700000.0,15517700000.0,7757300000.0,4806200000.0,97036200000.0,101842400000.0,True,True
TORNTPOWER,2021,POWER,2021-04-01,2022-03-31,2022-05-11,Consolidated,INDAS,legacy,4587000000.0,5639700000.0,6282100000.0,4806200000.0,94625600000.0,99431800000.0,True,True
TORNTPOWER,2024,POWER,2024-04-01,2025-03-31,2025-05-14,Consolidated,INTEGRATED_FILING_INDAS,integrated,30586100000.0,32525800000.0,10448700000.0,5039000000.0,171114100000.0,176153100000.0,False,True
TORNTPOWER,2025,POWER,2025-04-01,2026-03-31,2026-05-12,Consolidated,INTEGRATED_FILING_INDAS,integrated,24693600000.0,33167700000.0,9344700000.0,5039000000.0,185714300000.0,190753300000.0,False,True
TRENT,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-05-06,Consolidated,INDAS,legacy,948369000.0,1800931000.0,367549000.0,0.0,16132775000.0,16132775000.0,True,True
TRENT,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-07-21,Consolidated,INDAS,legacy,1059780000.0,1954154000.0,2457998000.0,355487000.0,0.0,355487000.0,True,True
TRENT,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-04-30,Consolidated,INDAS,legacy,-1811316000.0,-1334615000.0,2486532000.0,355487000.0,0.0,355487000.0,True,True
TRENT,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-04-27,Consolidated,INDAS,legacy,3460000.0,10608000.0,30474000.0,3555000.0,0.0,3555000.0,True,True
TRENT,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-04-29,Consolidated,INTEGRATED_FILING_INDAS,integrated,15344100000.0,19432400000.0,1385900000.0,355500000.0,54261900000.0,54617400000.0,False,True
TRENT,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-04-22,Consolidated,INTEGRATED_FILING_INDAS,integrated,17213300000.0,22325800000.0,1683500000.0,355500000.0,0.0,355500000.0,False,True
TRIDENT,2018,TEXTILES,2018-04-01,2019-03-31,2019-05-14,Non-Consolidated,INDAS,legacy,3709180000.0,5469180000.0,1183490000.0,5095956000.0,24216870000.0,29312826000.0,True,True
TRIDENT,2019,TEXTILES,2019-04-01,2020-03-31,2020-06-04,Consolidated,INDAS,legacy,3397000000.0,4246200000.0,1108800000.0,4979400000.0,25234600000.0,30214000000.0,True,True
TRIDENT,2020,TEXTILES,2020-04-01,2021-03-31,2021-05-17,Consolidated,INDAS,legacy,3043900000.0,3978500000.0,721100000.0,5096000000.0,28187200000.0,33283200000.0,True,True
TRIDENT,2021,TEXTILES,2021-04-01,2022-03-31,2022-05-31,Consolidated,INDAS,legacy,8337400000.0,11158500000.0,862300000.0,5096000000.0,0.0,5096000000.0,True,True
TRIDENT,2024,TEXTILES,2024-04-01,2025-03-31,2025-05-21,Consolidated,INTEGRATED_FILING_INDAS,integrated,3707300000.0,4745500000.0,1301800000.0,5096000000.0,40929000000.0,46025000000.0,False,True
TRIDENT,2025,TEXTILES,2025-04-01,2026-03-31,2026-05-19,Consolidated,INTEGRATED_FILING_INDAS,integrated,3771100000.0,5120100000.0,1139800000.0,5096000000.0,35821900000.0,40917900000.0,False,True
TTKPRESTIG,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-05-29,Non-Consolidated,INDAS,legacy,1903100000.0,2835700000.0,19100000.0,115600000.0,11399600000.0,11515200000.0,True,True
TTKPRESTIG,2019,CONSUMER GOODS,2019-04-01,2020-03-31,2020-06-26,Consolidated,INDAS,legacy,1845400000.0,2344000000.0,54600000.0,138600000.0,12926600000.0,13065200000.0,True,True
TTKPRESTIG,2020,CONSUMER GOODS,2020-04-01,2021-03-31,2021-06-03,Consolidated,INDAS,legacy,2367800000.0,3228700000.0,50500000.0,138600000.0,14890000000.0,15028600000.0,True,True
TTKPRESTIG,2021,CONSUMER GOODS,2021-04-01,2022-03-31,2022-05-28,Consolidated,INDAS,legacy,3048400000.0,4105800000.0,62200000.0,138600000.0,17135600000.0,17274200000.0,True,True
TTKPRESTIG,2024,CONSUMER GOODS,2024-04-01,2025-03-31,2025-05-27,Consolidated,INTEGRATED_FILING_INDAS,integrated,1080100000.0,1745800000.0,156800000.0,136900000.0,18629600000.0,18766500000.0,False,True
TTKPRESTIG,2025,CONSUMER GOODS,2025-04-01,2026-03-31,2026-05-22,Consolidated,INTEGRATED_FILING_INDAS,integrated,1566700000.0,2197800000.0,149600000.0,137000000.0,19640400000.0,19777400000.0,False,True
TV18BRDCST,2018,MEDIA & ENTERTAINMENT,2018-04-01,2019-03-31,2019-05-09,Consolidated,INDAS,legacy,2104000000.0,1159200000.0,1006200000.0,3428700000.0,31553300000.0,34982000000.0,True,True
TV18BRDCST,2019,MEDIA & ENTERTAINMENT,2019-04-01,2020-03-31,2020-04-27,Consolidated,INDAS,legacy,4167100000.0,4625300000.0,1415500000.0,3428700000.0,33907300000.0,37336000000.0,True,True
TV18BRDCST,2020,MEDIA & ENTERTAINMENT,2020-04-01,2021-03-31,2021-04-21,Consolidated,INDAS,legacy,7457100000.0,6437200000.0,877200000.0,3428700000.0,38484600000.0,41913300000.0,True,True
TV18BRDCST,2021,MEDIA & ENTERTAINMENT,2021-04-01,2022-03-31,2022-05-03,Consolidated,INDAS,legacy,9262400000.0,9625200000.0,380900000.0,3428700000.0,44368000000.0,47796700000.0,True,True
TVSMOTOR,2018,AUTOMOBILE,2018-04-01,2019-03-31,2019-05-07,Consolidated,INDAS,legacy,7254000000.0,10811500000.0,6634000000.0,0.0,31226600000.0,31226600000.0,True,True
TVSMOTOR,2019,AUTOMOBILE,2019-04-01,2020-03-31,2020-06-04,Consolidated,INDAS,legacy,6468000000.0,8740100000.0,8545400000.0,475100000.0,32345900000.0,32821000000.0,True,True
TVSMOTOR,2020,AUTOMOBILE,2020-04-01,2021-03-31,2021-04-28,Consolidated,INDAS,legacy,6075000000.0,8293800000.0,8814900000.0,475100000.0,37791000000.0,38266100000.0,True,True
TVSMOTOR,2021,AUTOMOBILE,2021-04-01,2022-03-31,2022-05-06,Consolidated,INDAS,legacy,7308800000.0,10643000000.0,9402200000.0,475100000.0,43519400000.0,43994500000.0,True,True
TVSMOTOR,2024,AUTOMOBILE,2024-04-01,2025-03-31,2025-04-28,Consolidated,INTEGRATED_FILING_INDAS,integrated,23798100000.0,35794700000.0,20932500000.0,475100000.0,84558700000.0,85033800000.0,False,True
TVSMOTOR,2025,AUTOMOBILE,2025-04-01,2026-03-31,2026-05-13,Consolidated,INTEGRATED_FILING_INDAS,integrated,31864300000.0,48628000000.0,22298200000.0,475100000.0,95167400000.0,95642500000.0,False,True
TVTODAY,2018,MEDIA & ENTERTAINMENT,2018-04-01,2019-03-31,2019-05-21,Non-Consolidated,INDAS,legacy,1299044000.0,2023932000.0,4245000.0,298306000.0,8065300000.0,8363606000.0,True,True
TVTODAY,2019,MEDIA & ENTERTAINMENT,2019-04-01,2020-03-31,2020-06-05,Consolidated,INDAS,legacy,1393602000.0,2179290000.0,28283000.0,298343000.0,8421956000.0,8720299000.0,True,True
TVTODAY,2020,MEDIA & ENTERTAINMENT,2020-04-01,2021-03-31,2021-05-28,Non-Consolidated,INDAS,legacy,1311700000.0,1933100000.0,24400000.0,298300000.0,0.0,298300000.0,True,True
TVTODAY,2021,MEDIA & ENTERTAINMENT,2021-04-01,2022-03-31,2022-05-12,Consolidated,INDAS,legacy,1815100000.0,2433300000.0,26400000.0,298300000.0,11279500000.0,11577800000.0,True,True
TVTODAY,2024,MEDIA & ENTERTAINMENT,2024-04-01,2025-03-31,2025-05-22,Consolidated,INTEGRATED_FILING_INDAS,integrated,745300000.0,1108300000.0,24200000.0,298300000.0,8613800000.0,8912100000.0,False,True
TVTODAY,2025,MEDIA & ENTERTAINMENT,2025-04-01,2026-03-31,2026-05-15,Consolidated,INTEGRATED_FILING_INDAS,integrated,143500000.0,299200000.0,20000000.0,298300000.0,8610300000.0,8908600000.0,False,True
UBL,2018,CONSUMER GOODS,2018-04-01,2019-03-31,2019-05-21,Non-Consolidated,INDAS,legacy,5627800000.0,8784800000.0,312000000.0,264400000.0,0.0,264400000.0,True,True
