date,year,K,topU,midU,botU,topB,botB,disp
2005-05-31,2005,182,-0.0033468722846493456,0.022746216997295406,-0.02015755194588924,0.10486443239548528,0.08805375273424539,0.3548426068373029
2005-06-30,2005,153,-0.060256965119821045,-0.06279261240972353,0.12304957752954465,0.07348650234361807,0.2567930449929837,0.6079294412090832
2005-07-29,2005,177,0.012157048358636314,-0.017970637419587033,0.005813589060950698,0.08272715225901522,0.07638369296132962,0.38204318685148325
2005-08-31,2005,166,-0.024695580883014535,-0.03117985406066081,0.056442341381141875,-0.016811596902678853,0.06432632536147753,0.3652951453003522
2005-09-30,2005,160,0.02300988651085928,0.004981872135210342,-0.02808575623352642,0.03186017174263954,-0.01923547100174616,0.15665444900231557
2005-10-31,2005,172,-0.03352891052861359,0.02964822203130273,0.0033605442511475156,-0.015986278930163605,0.020903175849597496,0.21190040383737177
2005-11-30,2005,154,0.010478745512693897,0.029818517032141962,-0.04088193934938773,0.005772625304325921,-0.0455880595577557,0.2054776432114746
2005-12-30,2005,152,0.026796882805214094,0.023128917491827314,-0.05085095699671453,-0.011339227810627921,-0.08898706761255654,0.2553925577912974
2006-01-31,2006,174,0.09693100398439525,-0.05631597985177103,-0.04061502413262427,0.18262527725555985,0.045079249138540306,0.5764442007382458
2006-02-28,2006,157,-0.04121811629904412,-0.012315699862857077,0.05377065654387918,0.06280433075416093,0.15779310359708426,0.6198316540295719
2006-03-31,2006,154,-0.028171427707142715,0.027329422410871954,0.0003061342686065595,-0.042555406668354764,-0.01407784469260548,0.18540976547048804
2006-05-31,2006,157,-0.04496527072830561,0.03246358626721704,0.011877384725180571,-0.11618068479073412,-0.05933802933724795,0.1376820125740023
2006-06-30,2006,186,-0.11571323707654897,-0.06549734282987066,0.18121057990641964,-0.036803445004238454,0.2601203719787302,1.0415642146539597
2006-07-31,2006,168,0.11150049394844921,-0.06647332027148599,-0.04502717367696317,0.1668241495867862,0.010296481961373755,0.8564576668298189
2006-08-31,2006,164,-0.05907126503748275,0.06597531377136415,-0.009347578873561573,-0.07164863001890623,-0.021924943854985054,0.28560543249256476
2006-09-29,2006,140,-0.43824128858607875,-0.3397949098719044,0.792809890191544,-0.07156758954865045,1.1594835892289723,4.4781616802640265
2006-10-31,2006,179,-0.20954598285740034,-0.25566469394093494,0.4738772765929433,0.0976662537094708,0.7810895131598145,3.6918606525515667
2006-11-30,2006,133,0.02620467177585699,0.03656691781881481,-0.06360265590873576,0.05591187106012863,-0.03389545662446412,0.2061842621895751
2006-12-29,2006,200,-0.011582145275769324,0.03620392792670232,-0.02571887137598458,-0.011262272042900352,-0.025398998143115612,0.2939559704547134
2007-01-31,2007,189,0.0029588786534036787,-0.01013739679930003,0.007178518145896348,0.006371259254182001,0.010590898746674677,0.2877934969345418
2007-02-28,2007,195,0.0016605104934590117,-0.0012191472699807744,-0.00044136322347827046,-0.041551211580087455,-0.04365308529702474,0.17580047539322344
2007-03-30,2007,156,-0.050389235786074675,0.019612984466767326,0.030776251319307314,-0.01591522952000147,0.06525025758538051,0.2089178244645985
2007-04-30,2007,143,0.10193443998837672,-0.011760204913447472,-0.08967380082329321,0.20930506825172648,0.017696827440056587,0.5288215503015582
2007-05-31,2007,197,0.0301834336817852,0.013825483498646434,-0.04443431667269767,0.08472157677431566,0.010103826419832818,0.4222690714203534
2007-06-29,2007,199,0.03496127334120033,0.012751423013025412,-0.047905899733210945,0.06345236665673674,-0.01941480641767454,0.27615999845755335
2007-07-31,2007,179,0.061500839588099245,-0.006015620401673099,-0.05528129985077617,0.006799629498941611,-0.10998250993993382,0.24366518323577877
2007-08-31,2007,195,0.23509177011689122,-0.033896746338867315,-0.20119502377802376,0.3831580207345404,-0.0531287731603746,2.1267332196362765
2007-09-28,2007,204,0.2908786058678176,-0.1503143325064257,-0.14056427336139202,0.45024643200886055,0.018803552779651053,1.3563495871031093
2007-10-31,2007,198,-0.013759119037426265,0.006031883572467231,0.007727235464959035,0.09812257081000415,0.1196089253123895,0.29625382938747025
2007-11-30,2007,134,0.009625800653270592,-0.012950983413980073,0.003913863824981331,0.032948450077444374,0.027236513249155114,0.1596354258218481
2007-12-31,2007,173,-0.2110751772102276,-0.1521681452085817,0.36858255558402253,-0.10236349438730905,0.4772942384069411,1.8687579974666135
