date,year,K,topU,midU,botU,topB,botB,disp
2005-05-31,2005,179,0.14480246834914287,-0.09814307660045767,-0.04333250779612722,0.27784226511266175,0.08970728896739162,0.5693471135204503
2005-06-30,2005,149,0.15092796971065145,-0.08172605987371238,-0.0658661522910732,0.2801238823319244,0.06332976033019977,0.6115031126263961
2005-07-29,2005,173,0.21909570697753172,-0.013134936440166466,-0.20549989557455225,0.3340062989936315,-0.09058930355845249,0.6264098431183807
2005-08-31,2005,164,0.06130710880839643,0.013477707591841042,-0.07528399075549108,0.07637303561860057,-0.06021806394528695,0.5677316272703593
2005-09-30,2005,159,0.03920623218983962,0.0413267080630028,-0.0805329402528422,0.06158227176628643,-0.05815690067639536,0.316718373050315
2005-10-31,2005,170,0.1358053797874257,-0.046422976788244516,-0.0877244395424585,0.2587892414121143,0.03525942208223005,0.8810155954606294
2005-11-30,2005,152,0.06662175393400424,-0.08032103826416306,0.01691212586072523,0.170041210980806,0.12033158290752693,0.6812000704338844
2005-12-30,2005,151,0.009409155771892797,-0.0162055938602056,0.007120549965516978,-0.052032141949972216,-0.05432074775634803,0.22734600611271125
2006-01-31,2006,171,0.039576122287012905,0.0030944627231207773,-0.042670585010133724,0.030920863473273486,-0.051325843823873146,0.42350317276245353
2006-02-28,2006,153,0.03315055433389793,-0.06681799182615615,0.033667437492258194,0.07394589070872117,0.07446277386708144,0.5202375089265212
2006-03-31,2006,149,0.14568298498949592,-0.09439508656982884,-0.047435037743347556,0.18324030437513555,-0.009877718357708001,0.9306782874302737
2006-05-31,2006,149,0.08874471410710043,-0.00252208269296312,-0.08611968926340405,0.034620769548149986,-0.1402436338223545,0.8974045809190675
2006-06-30,2006,179,-0.10189534096000284,0.4932198503031721,-0.40804382630259883,0.25817458088401934,-0.04797390445857665,4.126104702326187
2006-07-31,2006,159,0.13793308754072311,-0.08858403732873728,-0.04934905021198595,0.2108267637985236,0.023544626045814455,1.0124461313604216
2006-08-31,2006,159,-0.015748952956415405,0.093805812366977,-0.0780568594105616,0.022867056547688527,-0.03944084990645769,0.45495508079332414
2006-09-29,2006,136,-0.3850914570436196,0.6200735855543663,-0.24876154152306615,-0.09204384967752532,0.04428606584302822,3.0289867983456027
2006-10-31,2006,173,-0.21180269087812495,0.4838744933874125,-0.2890498549088459,0.055586616193290944,-0.021660547837430034,3.2640806311124853
2006-11-30,2006,128,-0.013716718564506413,0.020812867360905304,-0.00808723771834675,-0.002808827336953952,0.0028206535092057264,0.3058089802971657
2006-12-29,2006,195,-0.030174203013042175,-0.008702881626574139,0.038877084639616255,-0.011915717819384948,0.05713556983327349,0.4067363527624156
2007-01-31,2007,183,0.09727863881469485,-0.07319321903494813,-0.0240854197797467,0.12935997416433787,0.007995915569896303,0.6399410842860848
2007-02-28,2007,191,0.06838486298298734,-0.03881891969691089,-0.02833359662903166,0.07283560996487577,-0.023882849647143236,0.5351156222504573
2007-03-30,2007,153,0.16007605301377095,-0.19202333258957702,0.03194727957580614,0.2356142086039545,0.10748543516598971,0.7882322872528296
2007-04-30,2007,136,-0.8314306183531655,-1.0534235913355277,1.9082636228294823,0.21307381055222518,2.9527680517348722,11.307299494931788
2007-05-31,2007,186,-0.4748936329998033,-0.6003683283132906,1.0752619613130936,0.10536744249350434,1.6555230368064011,7.806432197140595
2007-06-29,2007,188,-0.14634324378376057,0.6451185874621339,-0.519585620693281,0.34105884769598277,-0.03218352921353758,4.830397995470295
2007-07-31,2007,171,0.24814787440756322,-0.06084765800644393,-0.1873002164011192,0.33858541797875535,-0.09686267282992707,0.7695435727346626
2007-08-31,2007,189,0.5022726828969066,-0.20093156038075008,-0.3013411225161563,0.6493802195905826,-0.15423358582248034,1.935165937629883
